geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
36083,-21.743938142102838,-43.407492328611006,juiz de fora,MG
36090,-21.684517721622694,-43.43730771954522,juiz de fora,MG
36036,-21.751440336032005,-43.35384603644679,juiz de fora,MG
36035,-21.75084269187794,-43.36820042540315,juiz de fora,MG
36031,-21.789469110739237,-43.35292433873856,juiz de fora,MG
36016,-21.771307006376635,-43.3531969993075,juiz de fora,MG
36050,-21.740395107132557,-43.351988060505505,juiz de fora,MG
36020,-21.764569201771632,-43.33887239884005,juiz de fora,MG
36045,-21.743763349154587,-43.35435873258697,juiz de fora,MG
36051,-21.743955244087086,-43.3501379144978,juiz de fora,MG
36021,-21.77282093366611,-43.34654137385309,juiz de fora,MG
36035,-21.7487831806798,-43.35580463641868,juiz de fora,MG
36015,-21.758565960586314,-43.35185322355593,juiz de fora,MG
36035,-21.762361412138898,-43.3826413777163,juiz de fora,MG
36033,-21.782269215101827,-43.36501077254892,juiz de fora,MG
36015,-21.75871896058631,-43.351812723555945,juiz de fora,MG
36048,-21.687902950274246,-43.357389465381196,juiz de fora,MG
36035,-21.753471128161053,-43.37748493254813,juiz de fora,MG
36088,-21.70796834831787,-43.43370169594324,juiz de fora,MG
36046,-21.733200863747346,-43.35733166587985,juiz de fora,MG
36060,-21.752721230913536,-43.35008124424373,juiz de fora,MG
36030,-21.785070614490145,-43.35486834332622,juiz de fora,MG
36020,-21.7804478079099,-43.32847370260296,juiz de fora,MG
36081,-21.731390790726543,-43.39211501610017,juiz de fora,MG
36050,-21.739744540106173,-43.34798363696695,juiz de fora,MG
36087,-21.706000533441077,-43.433289859282134,juiz de fora,MG
36025,-21.776854662502178,-43.35978741978764,juiz de fora,MG
36047,-21.718103862684746,-43.35062117675173,juiz de fora,MG
36035,-21.74959197584975,-43.35450162184772,juiz de fora,MG
36036,-21.75091061780837,-43.35332959423503,juiz de fora,MG
36083,-21.732147502914188,-43.40147668220902,juiz de fora,MG
36026,-21.77891740212831,-43.34775573157024,juiz de fora,MG
36080,-21.745827241185317,-43.3665962647873,juiz de fora,MG
36050,-21.73063441326677,-43.35047090077328,juiz de fora,MG
36047,-21.720404933666103,-43.35303543949448,juiz de fora,MG
36048,-21.690713304749245,-43.34628389938831,juiz de fora,MG
36037,-21.788260203567702,-43.39462439775565,juiz de fora,MG
36047,-21.719893566261117,-43.355197075304154,juiz de fora,MG
36020,-21.76340499555659,-43.33711568650819,juiz de fora,MG
36083,-21.74090946198066,-43.399832461980665,juiz de fora,MG
36025,-21.773086019706835,-43.3478709739165,juiz de fora,MG
36013,-21.758238774914847,-43.347244243407005,juiz de fora,MG
36048,-21.692524997778296,-43.34763948389983,juiz de fora,MG
36033,-21.782651804056744,-43.363059616019356,juiz de fora,MG
36052,-21.746900536211037,-43.3446935029142,juiz de fora,MG
36045,-21.73662,-43.36828425,juiz de fora,MG
36062,-21.756326884495582,-43.3389972688181,juiz de fora,MG
36070,-21.759394002221693,-43.33325072592186,juiz de fora,MG
36036,-21.769170338882805,-43.36462695253622,juiz de fora,MG
36021,-21.775470040538792,-43.34610997446475,juiz de fora,MG
36060,-21.73448252622771,-43.328473685123214,juiz de fora,MG
36060,-21.735213192336566,-43.333940577846406,juiz de fora,MG
36021,-21.77861243456538,-43.338298156609774,juiz de fora,MG
36038,-21.80306976351723,-43.39611445764211,juiz de fora,MG
36010,-21.765656346932886,-43.34840454149114,juiz de fora,MG
36036,-21.764022487801732,-43.37941378683309,juiz de fora,MG
36021,-21.772658043568626,-43.34527772231519,juiz de fora,MG
36036,-21.76373870774424,-43.37655998265909,juiz de fora,MG
36060,-21.736990456614805,-43.326874351075496,juiz de fora,MG
36036,-21.76591241920713,-43.380609973794876,juiz de fora,MG
36010,-21.763819487490977,-43.3441248603068,juiz de fora,MG
36016,-21.77334817814611,-43.36096585231803,juiz de fora,MG
36031,-21.806130540305137,-43.3446662623147,juiz de fora,MG
36072,-21.767251129869152,-43.292580721680025,juiz de fora,MG
36036,-21.762410619714824,-43.37462844210006,juiz de fora,MG
36031,-21.7984180449536,-43.347600350683784,juiz de fora,MG
36080,-21.741322358041387,-43.37835622217095,juiz de fora,MG
36037,-21.768689722569672,-43.3929063225548,juiz de fora,MG
36021,-21.772213087630295,-43.33415658195084,juiz de fora,MG
36087,-21.700059533441745,-43.43361662129909,juiz de fora,MG
36010,-21.769440833147804,-43.342204453970396,juiz de fora,MG
36030,-21.78843369033214,-43.33841560364108,juiz de fora,MG
36016,-21.7737183702307,-43.35820861436161,juiz de fora,MG
36033,-21.78377389203072,-43.36378248750652,juiz de fora,MG
36016,-21.76662298251486,-43.34840917721734,juiz de fora,MG
36038,-21.777904477927226,-43.38796133819031,juiz de fora,MG
36025,-21.77618982514857,-43.35685997876394,juiz de fora,MG
36045,-21.744021895170516,-43.3535927952828,juiz de fora,MG
36033,-21.78422685706044,-43.36513292824176,juiz de fora,MG
36090,-21.683509784349916,-43.43783585997463,juiz de fora,MG
36045,-21.739882672773955,-43.35719896127879,juiz de fora,MG
36030,-21.79673921892416,-43.342662090440314,juiz de fora,MG
36033,-21.785742,-43.36483050000001,juiz de fora,MG
36032,-21.79488933166945,-43.352279465722205,juiz de fora,MG
36071,-21.77341702462659,-43.31436349926662,juiz de fora,MG
36046,-21.727955179294824,-43.361960946015365,juiz de fora,MG
36036,-21.76789044983044,-43.368520273826896,juiz de fora,MG
36045,-21.742879610046742,-43.35434343643608,juiz de fora,MG
36036,-21.769667643632044,-43.37099170705175,juiz de fora,MG
36030,-21.786846266213015,-43.34378798732319,juiz de fora,MG
36035,-21.754574839756167,-43.374066850862675,juiz de fora,MG
36047,-21.710054542309948,-43.36240806462553,juiz de fora,MG
36046,-21.72606804284466,-43.35306922225976,juiz de fora,MG
36010,-21.76818363518023,-43.3429316125344,juiz de fora,MG
36016,-21.766382015263435,-43.35162680322003,juiz de fora,MG
36083,-21.740648895563922,-43.40239481977407,juiz de fora,MG
36052,-21.747142309740898,-43.345131196924186,juiz de fora,MG
36016,-21.773406876767286,-43.35334478143573,juiz de fora,MG
36016,-21.762147436580292,-43.35089473896361,juiz de fora,MG
36021,-21.776196017485134,-43.345673848317865,juiz de fora,MG
36010,-21.76323184762538,-43.34770654884875,juiz de fora,MG
36047,-21.720808407086125,-43.346945871177844,juiz de fora,MG
36050,-21.734456597639962,-43.346931553919816,juiz de fora,MG
36010,-21.758843232298506,-43.34985836594725,juiz de fora,MG
36010,-21.769880120879954,-43.34142498359828,juiz de fora,MG
36072,-21.77922089632449,-43.29531478458728,juiz de fora,MG
36025,-21.77454505744708,-43.347158166945576,juiz de fora,MG
36025,-21.77939305004488,-43.360630048377196,juiz de fora,MG
36051,-21.743086076317205,-43.350936474608986,juiz de fora,MG
36015,-21.759696774914847,-43.35319324340702,juiz de fora,MG
36038,-21.781017104429313,-43.38395161741758,juiz de fora,MG
36083,-21.74176258312654,-43.40461055245541,juiz de fora,MG
36081,-21.731956119751153,-43.390405665013645,juiz de fora,MG
36026,-21.777865553984636,-43.353518861648055,juiz de fora,MG
36016,-21.766462076853752,-43.354078014261795,juiz de fora,MG
36081,-21.734064000000004,-43.390082566478114,juiz de fora,MG
36025,-21.773086019706835,-43.3478709739165,juiz de fora,MG
36015,-21.759450192336566,-43.35241975659298,juiz de fora,MG
36052,-21.75175701526344,-43.34845552914189,juiz de fora,MG
36083,-21.724288376074796,-43.4017297456287,juiz de fora,MG
36070,-21.764218452680463,-43.327781999999985,juiz de fora,MG
36030,-21.78391313543774,-43.34773144878533,juiz de fora,MG
36047,-21.719893566261117,-43.355197075304154,juiz de fora,MG
36083,-21.737223905407085,-43.41127722698646,juiz de fora,MG
36085,-21.71483797807145,-43.40537532154189,juiz de fora,MG
36010,-21.764272756592984,-43.34333710130417,juiz de fora,MG
36035,-21.759692427145236,-43.378685497634066,juiz de fora,MG
36021,-21.70655447209563,-43.30660377498969,juiz de fora,MG
36037,-21.771857536211037,-43.37738983236193,juiz de fora,MG
36035,-21.76229362787239,-43.38385349654895,juiz de fora,MG
36035,-21.75066329003406,-43.36522926144041,juiz de fora,MG
36080,-21.7458328576087,-43.36773136066712,juiz de fora,MG
36015,-21.75900130739018,-43.35636083451992,juiz de fora,MG
36036,-21.752843144324544,-43.35991000943506,juiz de fora,MG
36047,-21.720051964192997,-43.352928538865434,juiz de fora,MG
36025,-21.772608634794633,-43.3537600070493,juiz de fora,MG
36013,-21.75707876318468,-43.34878685758293,juiz de fora,MG
36025,-21.770466956979632,-43.348818467943914,juiz de fora,MG
36010,-21.763819487490977,-43.3441248603068,juiz de fora,MG
36031,-21.806771846788664,-43.34147317874657,juiz de fora,MG
36010,-21.765252960586313,-43.34568372355593,juiz de fora,MG
36050,-21.740395107132557,-43.351988060505505,juiz de fora,MG
36025,-21.771591736886137,-43.34712837468981,juiz de fora,MG
36046,-21.731111687556997,-43.3560823037494,juiz de fora,MG
36025,-21.7757416702638,-43.35745019149984,juiz de fora,MG
36021,-21.775059404066287,-43.34462828081324,juiz de fora,MG
36047,-21.720051964192997,-43.352928538865434,juiz de fora,MG
36010,-21.764199268942235,-43.34878229003406,juiz de fora,MG
36021,-21.777246130026764,-43.34136550967774,juiz de fora,MG
36033,-21.798644689422368,-43.3763340030584,juiz de fora,MG
36013,-21.757070064660443,-43.349137276299835,juiz de fora,MG
36070,-21.772623358954142,-43.32800448768648,juiz de fora,MG
36070,-21.76884863875004,-43.32712885872864,juiz de fora,MG
36010,-21.765009111655647,-43.34584117092567,juiz de fora,MG
36020,-21.778959279214014,-43.32845918443073,juiz de fora,MG
36025,-21.775362579519857,-43.354074342489476,juiz de fora,MG
36033,-21.785516738819375,-43.36396416957131,juiz de fora,MG
36087,-21.711529173466445,-43.421670099226695,juiz de fora,MG
36010,-21.762867322638968,-43.349107794011296,juiz de fora,MG
36036,-21.752356656206636,-43.35306041155227,juiz de fora,MG
36037,-21.7820771246177,-43.396683862888814,juiz de fora,MG
36015,-21.754479619461755,-43.3582813307454,juiz de fora,MG
36021,-21.7723349336661,-43.34665289938832,juiz de fora,MG
36026,-21.780564705522536,-43.34665086609147,juiz de fora,MG
36031,-21.788983099124792,-43.352549102642335,juiz de fora,MG
36020,-21.763736727999344,-43.3401980821456,juiz de fora,MG
36045,-21.743458323619365,-43.354449707051735,juiz de fora,MG
36016,-21.765334336949557,-43.35531082474454,juiz de fora,MG
36025,-21.777856449073788,-43.35699014293956,juiz de fora,MG
36016,-21.761976436580298,-43.350935238963594,juiz de fora,MG
36021,-21.777739601784955,-43.34027367100822,juiz de fora,MG
36087,-21.706020408275112,-43.437314917710175,juiz de fora,MG
36010,-21.76623193272631,-43.34332393925049,juiz de fora,MG
36051,-21.74043566037008,-43.34411561084491,juiz de fora,MG
36061,-21.752227320560948,-43.33504411962604,juiz de fora,MG
36025,-21.773540633413507,-43.36096285777663,juiz de fora,MG
36088,-21.712875370794666,-43.440699860263074,juiz de fora,MG
36048,-21.690703445467097,-43.34907932653354,juiz de fora,MG
36045,-21.743167641410352,-43.35649149708581,juiz de fora,MG
36090,-21.690667446015357,-43.43412463835192,juiz de fora,MG
36016,-21.763084756592985,-43.350742728287784,juiz de fora,MG
36015,-21.75912623635665,-43.35527133505482,juiz de fora,MG
36050,-21.73866709740903,-43.351860027756906,juiz de fora,MG
36016,-21.7711708642738,-43.35539666111719,juiz de fora,MG
36010,-21.760592332506164,-43.346038803364266,juiz de fora,MG
36016,-21.765632898695827,-43.35169804884873,juiz de fora,MG
36025,-21.778467913813884,-43.35533791991369,juiz de fora,MG
36010,-21.765408013878453,-43.34569984194123,juiz de fora,MG
36033,-21.79697752743119,-43.366549500000005,juiz de fora,MG
36060,-21.750309000000005,-43.33885199999999,juiz de fora,MG
36036,-21.75112432278264,-43.3541383380461,juiz de fora,MG
36010,-21.761628653067106,-43.34854985636796,juiz de fora,MG
36030,-21.790022008050084,-43.34662811004674,juiz de fora,MG
36016,-21.77451234182502,-43.36007612864903,juiz de fora,MG
36060,-21.74235194171619,-43.33820294171619,juiz de fora,MG
36092,-21.681072020284955,-43.45308159222569,juiz de fora,MG
36013,-21.758088153759605,-43.347593132523556,juiz de fora,MG
36010,-21.767555064660446,-43.34637011157596,juiz de fora,MG
36085,-21.71811579072655,-43.403875983899844,juiz de fora,MG
36036,-21.74924401490364,-43.355721123195124,juiz de fora,MG
36050,-21.73105875437129,-43.34957980099833,juiz de fora,MG
36015,-21.75692813708455,-43.35598054746297,juiz de fora,MG
36091,-21.70798942216828,-43.48126311202418,juiz de fora,MG
36038,-21.789662030271224,-43.3828463864046,juiz de fora,MG
36087,-21.70248889869582,-43.430280705522534,juiz de fora,MG
36035,-21.749940922009344,-43.35480189647413,juiz de fora,MG
36036,-21.76830753279912,-43.375252226871936,juiz de fora,MG
36045,-21.741372328775004,-43.36307171629538,juiz de fora,MG
36046,-21.72898152539099,-43.36617808465575,juiz de fora,MG
36025,-21.777232819320197,-43.35577094740033,juiz de fora,MG
36025,-21.776232887587327,-43.34776639563741,juiz de fora,MG
36035,-21.75095193696481,-43.368565334522245,juiz de fora,MG
36025,-21.775457043020367,-43.348990169859775,juiz de fora,MG
36013,-21.758403153759605,-43.347503132523556,juiz de fora,MG
36062,-21.756735251457087,-43.328490889664806,juiz de fora,MG
