geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
65700,-4.220298049931406,-44.77437742547706,bacabal,MA
65790,-5.583860796797836,-44.3856590172237,sao domingos do maranhao,MA
65725,-4.571599819164997,-44.598449842575846,pedreiras,MA
65735,-4.723408091139918,-44.32771905923667,capinzal do norte,MA
65706,-4.140847152420455,-45.10985881540357,olho d agua das cunhas,MA
65783,-5.253008148542723,-44.055921664049585,senador alexandre costa,MA
65755,-4.983608917469462,-44.69457124260411,joselandia,MA
65760,-5.289785232016972,-44.493743303548655,presidente dutra,MA
65760,-5.306954499915737,-44.48999951488889,presidente dutra,MA
65760,-5.303970315426425,-44.491480758926386,presidente dutra,MA
65760,-5.310278619108884,-44.49432613056,presidente dutra,MA
65700,-4.211069369069977,-44.77396420930956,bacabal,MA
65700,-4.220622162413072,-44.77627163373118,bacabal,MA
65727,-4.570853058538159,-44.61804464083028,trizidela do vale,MA
65700,-4.240378150767613,-44.79125609230476,bacabal,MA
65700,-4.242959827155833,-44.78780029375148,bacabal,MA
65700,-4.226227481105816,-44.78604991040348,bacabal,MA
65760,-5.288118655826027,-44.49006344486956,presidente dutra,MA
65700,-4.207957687527748,-44.795139473119676,bacabal,MA
65700,-4.234290802605554,-44.78420699824107,bacabal,MA
65750,-4.871809261722191,-44.88235601334981,esperantinopolis,MA
65763,-5.263086198025915,-44.64238672663024,tuntum,MA
65715,-4.5737174791715445,-45.13577937775134,lago da pedra,MA
65700,-4.230614284065865,-44.78035980173356,bacabal,MA
65760,-5.280943774518964,-44.4961049259711,presidente dutra,MA
65750,-4.882606514237058,-44.88169794548149,esperantinópolis,MA
65765,-5.036703293954794,-44.436746096395744,dom pedro,MA
65700,-4.229665519691043,-44.785894245524375,bacabal,MA
65704,-4.3703462590309625,-45.03245536002082,bom lugar,MA
65700,-4.241748981788697,-44.780345944555506,bacabal,MA
65770,-5.022318819057276,-44.268655543993944,governador archer,MA
65725,-4.574211121966663,-44.603532890333106,pedreiras,MA
65760,-5.2942163298229845,-44.490694592305815,presidente dutra,MA
65725,-4.570610486863521,-44.589303330711246,pedreiras,MA
65716,-4.4444549683984444,-45.2397073590576,paulo ramos,MA
65762,-5.048842827073133,-44.58790890198097,sao jose dos basilios,MA
65780,-5.320697804950384,-44.243011591276854,governador eugenio barros,MA
65700,-4.228935185734032,-44.79283921660251,bacabal,MA
65790,-5.578620077616234,-44.38474920127962,são domingos do maranhão,MA
65700,-4.214623278989596,-44.77959914140278,bacabal,MA
65725,-4.568917797036673,-44.60110944191286,pedreiras,MA
65750,-4.8795307667608085,-44.88115082391473,esperantinopolis,MA
65706,-4.141721692809781,-45.11361599291225,olho d'agua das cunhas,MA
65728,-4.521558208601769,-44.46442350000001,lima campos,MA
65706,-4.145316679137077,-45.122266788208506,olho d'agua das cunhas,MA
65763,-5.274040397327009,-44.642069604248206,tuntum,MA
65700,-4.236611978347706,-44.785852420335296,bacabal,MA
65727,-4.570262498059763,-44.60851419563605,trizidela do vale,MA
65740,-4.751735931364981,-44.943776721981756,pocao de pedras,MA
65750,-4.875864733200351,-44.881622265944806,esperantinopolis,MA
65790,-5.590778919703298,-44.36905696618398,sao domingos do maranhao,MA
65760,-5.29189830565463,-44.494977260649,presidente dutra,MA
65753,-5.104648679121562,-45.08285470512421,sao raimundo do doca bezerra,MA
65718,-4.992076799903206,-45.38734677142549,lagoa grande do maranhao,MA
65730,-4.864110659518115,-44.357209699732294,santo antonio dos lopes,MA
65763,-5.262652055661319,-44.63454242994147,tuntum,MA
65765,-5.03938095406333,-44.439685556638835,dom pedro,MA
65720,-4.6637402633245895,-44.858463586833764,igarape grande,MA
65735,-4.697696999999945,-44.33047549999995,capinzal do norte,MA
65720,-4.660678678318516,-44.85116952294397,igarape grande,MA
65765,-5.038484783389054,-44.43863221246047,dom pedro,MA
65715,-4.556052182011788,-45.128124123201985,lago da pedra,MA
65700,-4.242428727194799,-44.795072796635786,bacabal,MA
65725,-4.569843829264676,-44.6014664722383,pedreiras,MA
65770,-5.02720192354514,-44.27267385187119,governador archer,MA
65715,-4.556384085866646,-45.12880219554818,lago da pedra,MA
65700,-4.24540363588452,-44.79217980703579,bacabal,MA
65718,-4.992462000000003,-45.38897423512551,lagoa grande do maranhao,MA
65790,-5.627202209863702,-44.36592969977646,sao domingos do maranhao,MA
65730,-4.876879500000005,-44.36061524999998,santo antonio dos lopes,MA
65760,-5.287279519035772,-44.49826014073968,presidente dutra,MA
65725,-4.583123719289304,-44.58883115241991,pedreiras,MA
65735,-4.723408091139918,-44.32771905923667,capinzal do norte,MA
65700,-4.222694890089131,-44.78905619388841,bacabal,MA
65705,-4.045232351483006,-44.937263478120265,lago verde,MA
65730,-4.867548658859712,-44.357017646610096,santo antonio dos lopes,MA
65700,-4.2153200891993565,-44.77585057192132,bacabal,MA
65700,-4.225959114646839,-44.79460831210245,bacabal,MA
65768,-5.499676239882648,-44.56097147530943,santa filomena do maranhao,MA
65785,-5.408532000000003,-44.329367250000004,graca aranha,MA
65790,-5.580371713667304,-44.38358201022786,sao domingos do maranhao,MA
65758,-5.022035487719583,-45.00152621948517,sao roberto,MA
65700,-4.246067014551422,-44.782968829699186,bacabal,MA
65760,-5.282907535794127,-44.49326231702906,presidente dutra,MA
65712,-4.617261302585773,-44.980108525215485,lago dos rodrigues,MA
65780,-5.322369574935613,-44.24092998281024,governador eugenio barros,MA
65725,-4.576352564016065,-44.60703110627653,pedreiras,MA
65707,-3.8929699999999343,-45.17058999999995,pio xii,MA
65730,-4.867548658859712,-44.357017646610096,santo antonio dos lopes,MA
65725,-4.577402517843751,-44.60233106097186,pedreiras,MA
65728,-4.5196597128284015,-44.4680594521037,lima campos,MA
65728,-4.521558208601769,-44.46442350000001,lima campos,MA
65700,-4.229100450351245,-44.7806447746622,bacabal,MA
65707,-3.891681838022565,-45.17093212462862,pio xii,MA
65755,-4.979702604012899,-44.69928374120634,joselandia,MA
65760,-5.281557103973146,-44.49574361249534,presidente dutra,MA
65763,-5.259559682449066,-44.65061001183679,tuntum,MA
65700,-4.244063458610675,-44.79206750111804,bacabal,MA
65725,-4.571412665663496,-44.5992364672438,pedreiras,MA
65700,-4.241541894473349,-44.78663865418743,bacabal,MA
65760,-5.309616448002474,-44.494492551445745,presidente dutra,MA
65760,-5.289859564234485,-44.50053957539311,presidente dutra,MA
65715,-4.5706920570842255,-45.121035844692024,lago da pedra,MA
65700,-4.225959114646839,-44.79460831210245,bacabal,MA
65728,-4.52404724727794,-44.46551953312322,lima campos,MA
65700,-4.229430506312359,-44.785772455813486,bacabal,MA
65715,-4.5625809835057085,-45.135915742885146,lago da pedra,MA
65725,-4.576699171346731,-44.583638056598794,pedreiras,MA
65700,-4.229035377989903,-44.786862562321765,bacabal,MA
65700,-4.232279353657047,-44.779206121553656,bacabal,MA
65715,-4.554485345284293,-45.127710130943136,lago da pedra,MA
65760,-5.285485969620775,-44.492621055420436,presidente dutra,MA
65700,-4.207030340486679,-44.78949459982203,bacabal,MA
65712,-4.626773147181064,-44.98066708615987,lago dos rodrigues,MA
65718,-4.992462000000003,-45.38897423512551,lagoa grande do maranhao,MA
65785,-5.407842678158641,-44.334228942216974,graca aranha,MA
65700,-4.2287246463578585,-44.78637248886131,bacabal,MA
65770,-5.028094095059211,-44.2705584451438,governador archer,MA
65755,-4.983325765661615,-44.69845050000001,joselandia,MA
65706,-4.141574658820232,-45.11359173683782,olho d'agua das cunhas,MA
65700,-4.238984410127764,-44.788845158891945,bacabal,MA
65704,-4.375265607190025,-45.02608511507003,bom lugar,MA
65727,-4.565121420497636,-44.60815104031666,trizidela do vale,MA
65760,-5.305342917556431,-44.48618408030812,presidente dutra,MA
65700,-4.242171269345307,-44.79460597623935,bacabal,MA
65790,-5.579927094800687,-44.38416979457766,sao domingos do maranhao,MA
65765,-5.035083409704768,-44.44081464541982,dom pedro,MA
65700,-4.2269986472913645,-44.78308142077553,bacabal,MA
65706,-4.141338267560176,-45.10897163442242,olho d'agua das cunhas,MA
65765,-5.039483294916504,-44.43847709565601,dom pedro,MA
65715,-4.565918210751008,-45.138433039643196,lago da pedra,MA
65709,-4.038030990864001,-45.237627840312,satubinha,MA
65710,-4.6024479581757625,-45.04772621202733,lago do junco,MA
65725,-4.572729818302111,-44.5935167366026,pedreiras,MA
65708,-4.375741543339651,-44.67451098255086,sao luis gonzaga do maranhao,MA
65740,-4.749745665130596,-44.94428473195086,pocao de pedras,MA
65700,-4.230350478506604,-44.783886803497325,bacabal,MA
65725,-4.581257750795042,-44.61199849725548,pedreiras,MA
65790,-5.580371713667304,-44.38358201022786,sao domingos do maranhao,MA
65700,-4.225037186816491,-44.79323203881317,bacabal,MA
65760,-5.287312942388948,-44.49193187634121,presidente dutra,MA
65775,-5.150007335933974,-44.300436540041254,goncalves dias,MA
65700,-4.229978589612392,-44.784132298780435,bacabal,MA
65760,-5.308987276284171,-44.49395312069137,presidente dutra,MA
65700,-4.225394290204507,-44.78311355935489,bacabal,MA
65725,-4.57917635459969,-44.59585552944023,pedreiras,MA
65700,-4.227161002469397,-44.78178887916516,bacabal,MA
65700,-4.236611978347706,-44.785852420335296,bacabal,MA
65725,-4.576699171346731,-44.583638056598794,pedreiras,MA
65725,-4.585128321339335,-44.586885132940985,pedreiras,MA
65700,-4.116296086571649,-45.002603413428346,bacabal,MA
65758,-5.022932041331795,-44.99524501435141,sao roberto,MA
65790,-5.574127681692336,-44.38522082356508,sao domingos do maranhao,MA
65750,-4.875864733200351,-44.881622265944806,esperantinopolis,MA
65765,-5.036133899000472,-44.43941531388273,dom pedro,MA
65700,-4.235858480403124,-44.78360003975959,bacabal,MA
65700,-4.23234394076848,-44.78991299999999,bacabal,MA
65700,-4.223227327793759,-44.779396143672486,bacabal,MA
65763,-5.276142057903662,-44.630297667200985,tuntum,MA
65725,-4.573823121183923,-44.58990424856898,pedreiras,MA
65700,-4.206797380723913,-44.79125014621087,bacabal,MA
65760,-5.307807203498371,-44.49324075514588,presidente dutra,MA
65765,-5.03930194978383,-44.43929059507248,dom pedro,MA
65727,-4.5701000507759115,-44.6114097784706,trizidela do vale,MA
65725,-4.5704406842595775,-44.60480169345335,pedreiras,MA
65707,-3.8900974768830796,-45.178031721039,pio xii,MA
65725,-4.574056618543288,-44.597424227001284,pedreiras,MA
65720,-4.661609056081906,-44.8610056738405,igarape grande,MA
65706,-4.141250999999992,-45.119199164725686,olho d'água das cunhãs,MA
65725,-4.571920109310255,-44.59894929501194,pedreiras,MA
65723,-4.6295979033140355,-44.76008177169615,bernardo do mearim,MA
65800,-7.511492507642972,-46.04703653821487,balsas,MA
65800,-7.507929161572298,-46.03382329875634,balsas,MA
65840,-7.0189230764397585,-45.48054244447174,sao raimundo das mangabeiras,MA
65870,-6.597583049361235,-44.08840131909156,pastos bons,MA
65800,-7.535537284215368,-46.035150367085585,balsas,MA
65810,-9.112023398351866,-45.93318002372552,alto parnaiba,MA
65800,-7.521276318253829,-46.03795558635215,balsas,MA
65895,-7.086485108360601,-45.13758794640359,loreto,MA
65860,-6.481642218164133,-44.191589414605204,sucupira do norte,MA
65800,-7.532946887771338,-46.04235338246493,balsas,MA
65800,-7.533143445088558,-46.0364067683382,balsas,MA
65840,-7.018789640209551,-45.478696043646174,sao raimundo das mangabeiras,MA
65800,-7.512390319682561,-46.041801986112254,balsas,MA
65800,-7.534050876848396,-46.03813544014556,balsas,MA
65800,-7.527171504353821,-46.034830593645616,balsas,MA
65800,-7.5292490546231665,-46.044915904885244,balsas,MA
65800,-7.533462685843268,-46.044776146760874,balsas,MA
65810,-9.112226404065046,-45.94120711964771,alto parnaiba,MA
65800,-7.493553715849667,-46.03973321502202,balsas,MA
65810,-9.107897248061684,-45.93115357905469,alto parnaiba,MA
65840,-7.020185402784065,-45.47998870140945,são raimundo das mangabeiras,MA
65810,-9.106712130865848,-45.93361046522569,alto parnaiba,MA
65850,-6.368974675763492,-44.37160404040005,mirador,MA
65820,-8.47593077971822,-45.74723765874397,tasso fragoso,MA
65800,-7.53966596019948,-46.03798017494306,balsas,MA
65860,-6.476381274236756,-44.1907861990603,sucupira do norte,MA
65820,-8.48046870412115,-45.74722447210989,tasso fragoso,MA
65800,-7.534499649414315,-46.04798043094191,balsas,MA
65800,-7.528389130860826,-46.039734602894875,balsas,MA
65800,-7.517144571854853,-46.04698038157179,balsas,MA
65820,-8.471006783752348,-45.74838455318945,tasso fragoso,MA
65810,-9.106714906562695,-45.932481180655216,alto parnaiba,MA
65800,-7.512285358569925,-46.039916838194756,balsas,MA
65850,-6.368785759163974,-44.360487550383645,mirador,MA
65800,-7.532483502734767,-46.033979276583054,balsas,MA
65850,-6.371393318774933,-44.36219655832752,mirador,MA
65888,-6.81484022362755,-44.61256914798942,sao domingos do azeitao,MA
65870,-6.591462915828491,-44.07977935793483,pastos bons,MA
65800,-7.527487961500081,-46.047250008197594,balsas,MA
65800,-7.523060912440457,-46.05353775669861,balsas,MA
65810,-9.112023398351866,-45.93318002372552,alto parnaiba,MA
65860,-6.476381274236756,-44.1907861990603,sucupira do norte,MA
65800,-7.485699021099811,-46.0383442635258,balsas,MA
65800,-7.531387423315643,-46.0374208256274,balsas,MA
65895,-7.097043642142793,-45.13003454849213,loreto,MA
65800,-7.516242969457409,-46.04012971804441,balsas,MA
65800,-7.5308559685511485,-46.03583147783956,balsas,MA
65810,-9.108195033202298,-45.93352311559225,alto parnaiba,MA
65805,-6.965633110006896,-46.17309968240165,fortaleza dos nogueiras,MA
65800,-7.511309742726816,-46.04443284195761,balsas,MA
65800,-7.526083635824323,-46.04008189292515,balsas,MA
65800,-7.532946887771338,-46.04235338246493,balsas,MA
65820,-8.478827775378907,-45.7448150475884,tasso fragoso,MA
65800,-7.51465392600813,-46.0316038355795,balsas,MA
65850,-6.368974675763492,-44.37160404040005,mirador,MA
65800,-7.529202072053427,-46.03980808434883,balsas,MA
65895,-7.097043642142793,-45.13003454849213,loreto,MA
65895,-7.081174122511254,-45.14204546963903,loreto,MA
65805,-6.96586028109568,-46.18366957462965,fortaleza dos nogueiras,MA
65840,-7.024952047974742,-45.481135335932386,são raimundo das mangabeiras,MA
65800,-7.512548916032339,-46.041424388195395,balsas,MA
65800,-7.528566315975534,-46.036725661595064,balsas,MA
65800,-7.528428647628278,-46.04215135979349,balsas,MA
65800,-7.531387423315643,-46.0374208256274,balsas,MA
65840,-7.021225239584651,-45.4743182924076,são raimundo das mangabeiras,MA
65840,-7.025372588919344,-45.47680048441754,são raimundo das mangabeiras,MA
65880,-6.738953375639314,-44.04398578913789,nova iorque,MA
65800,-7.528097578275965,-46.039263921364686,balsas,MA
65800,-7.528557604411963,-46.038935267851556,balsas,MA
65800,-7.531121309666596,-46.0517183969175,balsas,MA
65850,-6.367288224746288,-44.37362002293753,mirador,MA
65800,-7.5186417768299405,-46.0412905814746,balsas,MA
65800,-7.504502822013322,-46.03564107265962,balsas,MA
65800,-7.534219576110441,-46.03924373526032,balsas,MA
65800,-7.527707931725095,-46.03955586639251,balsas,MA
65800,-7.507645213982904,-46.03405948300091,balsas,MA
65800,-7.531388147093116,-46.037419899583206,balsas,MA
65810,-9.118073756856596,-45.93202184189337,alto parnaíba,MA
65860,-6.481642218164133,-44.191589414605204,sucupira do norte,MA
65800,-7.520774982302244,-46.041549461572224,balsas,MA
65805,-6.96586028109568,-46.18366957462965,fortaleza dos nogueiras,MA
65800,-7.508212148602279,-46.04648351141797,balsas,MA
65840,-7.0234350918804065,-45.485746764875,são raimundo das mangabeiras,MA
65888,-6.8108569147792535,-44.64436404940966,sao domingos do azeitao,MA
65840,-7.025372588919344,-45.47680048441754,sao raimundo das mangabeiras,MA
65810,-9.107897248061684,-45.93115357905469,alto parnaiba,MA
65888,-6.816296999999945,-44.60135749999995,sao domingos do azeitao,MA
65840,-7.0189230764397585,-45.48054244447174,sao raimundo das mangabeiras,MA
65820,-8.480733389461609,-45.74755119109396,tasso fragoso,MA
65800,-7.542577919661038,-46.044559770084724,balsas,MA
65820,-8.46691478252008,-45.744837422707775,tasso fragoso,MA
65870,-6.601859791270076,-44.08047713127586,pastos bons,MA
65870,-6.598174908854432,-44.082891765425636,pastos bons,MA
65860,-6.480500739596669,-44.19138328185027,sucupira do norte,MA
65895,-7.087312039030585,-45.1393017571701,loreto,MA
65800,-7.532701278234787,-46.04775176183023,balsas,MA
65800,-7.5139824039783365,-46.050909286094836,balsas,MA
65860,-6.477400512536387,-44.18994062932009,sucupira do norte,MA
65805,-6.965253173948319,-46.177434000000005,fortaleza dos nogueiras,MA
65860,-6.477125527003326,-44.18958650435443,sucupira do norte,MA
65820,-8.479195326751354,-45.748416104669055,tasso fragoso,MA
65800,-7.543440544352012,-46.03647949337524,balsas,MA
65800,-7.498893742371596,-46.03743708067473,balsas,MA
65800,-7.532716102184903,-46.04787135831938,balsas,MA
65800,-7.526654647186478,-46.049146849813894,balsas,MA
65800,-7.53065507924686,-46.04454960847862,balsas,MA
65800,-7.541968349331238,-46.04419402788684,balsas,MA
65800,-7.528155389610671,-46.03797911031443,balsas,MA
65800,-7.5204793802784655,-46.035296215335016,balsas,MA
65808,-7.120218570593587,-46.26068447158459,nova colinas,MA
65895,-7.086635923831604,-45.14038387670624,loreto,MA
65808,-7.118237553682593,-46.25955902143656,nova colinas,MA
65850,-6.169718999999947,-44.86944049999997,mirador,MA
65800,-7.528097578275965,-46.039263921364686,balsas,MA
65800,-7.542068593618729,-46.045327753356155,balsas,MA
65840,-7.005611999999946,-45.68149699999995,sao raimundo das mangabeiras,MA
65805,-6.96586028109568,-46.18366957462965,fortaleza dos nogueiras,MA
65800,-7.5420955456834475,-46.03791606151084,balsas,MA
65800,-7.5005940464517185,-46.041983470766425,balsas,MA
65840,-7.01717526318383,-45.47913112821809,sao raimundo das mangabeiras,MA
65810,-9.109733048315338,-45.94042095607697,alto parnaiba,MA
65800,-7.527555755400502,-46.032936311205766,balsas,MA
65800,-7.5161317333335536,-46.04006276578283,balsas,MA
65800,-7.513017275558117,-46.03539652377924,balsas,MA
65840,-7.0245671344156255,-45.47448783655383,sao raimundo das mangabeiras,MA
65805,-6.963201767786402,-46.168346707822764,fortaleza dos nogueiras,MA
65800,-7.517951190238727,-46.04240246296869,balsas,MA
65850,-6.368397538583095,-44.357154634239386,mirador,MA
65800,-7.521745610951595,-46.051420166663895,balsas,MA
65800,-7.518482528964603,-46.044164210908875,balsas,MA
65800,-7.523060912440457,-46.05353775669861,balsas,MA
65800,-7.522206379829978,-46.04083633484957,balsas,MA
65810,-9.112023398351866,-45.93318002372552,alto parnaiba,MA
65840,-7.025322908042622,-45.47840552613934,sao raimundo das mangabeiras,MA
65840,-7.025322833919847,-45.47840550820641,sao raimundo das mangabeiras,MA
65810,-9.109733048315338,-45.94042095607697,alto parnaiba,MA
65895,-7.0832127824436455,-45.1381191000354,loreto,MA
65810,-9.112023398351866,-45.93318002372552,alto parnaiba,MA
65800,-7.521229405096501,-46.03465367470017,balsas,MA
65840,-7.025322833919847,-45.47840550820641,sao raimundo das mangabeiras,MA
65800,-7.528428647628278,-46.04215135979349,balsas,MA
65800,-7.530795602193051,-46.04198687480828,balsas,MA
65850,-6.371001939510478,-44.36554791353819,mirador,MA
65805,-6.960255217671009,-46.1835874250758,fortaleza dos nogueiras,MA
65800,-7.529329999999959,-46.03762999999998,balsas,MA
65808,-7.118237553682593,-46.25955902143656,nova colinas,MA
65810,-9.115242965794444,-45.92803798134243,alto parnaiba,MA
65800,-7.519995032184797,-46.037141770419375,balsas,MA
65890,-7.083257405222594,-44.810672195237544,são félix de balsas,MA
65800,-7.527555755400502,-46.032936311205766,balsas,MA
65800,-7.400027060170302,-45.98723397036892,balsas,MA
65850,-6.370162757056992,-44.35952543546315,mirador,MA
65800,-7.5420955456834475,-46.03791606151084,balsas,MA
65885,-7.220023546986817,-44.55558919863966,benedito leite,MA
65800,-7.537162417210929,-46.046014915983925,balsas,MA
65800,-7.513330111922521,-46.0401251620169,balsas,MA
65800,-7.528736410648581,-46.038729572263804,balsas,MA
65895,-7.097043642142793,-45.13003454849213,loreto,MA
65810,-9.106712130865848,-45.93361046522569,alto parnaiba,MA
65800,-7.5285565040851505,-46.03893980669966,balsas,MA
65800,-7.5390819156826,-46.04603637422375,balsas,MA
65805,-6.9662427718728965,-46.18083758118534,fortaleza dos nogueiras,MA
65800,-7.514336068194995,-46.0397842457224,balsas,MA
65800,-7.498893742371596,-46.03743708067473,balsas,MA
65800,-7.52708017243975,-46.04030192377417,balsas,MA
65800,-7.504770507130791,-46.04446375622287,balsas,MA
65800,-8.308892999999944,-46.30374349999997,balsas,MA
65840,-7.022078376888348,-45.476958384608935,sao raimundo das mangabeiras,MA
65800,-7.400027060170302,-45.98723397036892,balsas,MA
65800,-7.528282189610518,-46.03296655104897,balsas,MA
65810,-9.112023398351866,-45.93318002372552,alto parnaíba,MA
65800,-7.531657380204162,-46.03863213198138,balsas,MA
65870,-6.597583049361235,-44.08840131909156,pastos bons,MA
65800,-7.531694450796961,-46.040889911271194,balsas,MA
65840,-7.005611999999946,-45.68149699999995,sao raimundo das mangabeiras,MA
65895,-7.082379748690554,-45.13691038556626,loreto,MA
65800,-7.524674983545229,-46.03973947024637,balsas,MA
65885,-7.215045686643698,-44.55460476463476,benedito leite,MA
65800,-7.530366194793708,-46.032450438406016,balsas,MA
65805,-6.962877506542891,-46.168486926416584,fortaleza dos nogueiras,MA
65870,-6.591462915828491,-44.07977935793483,pastos bons,MA
65800,-7.529544943441768,-46.039562658564144,balsas,MA
65820,-8.48046870412115,-45.74722447210989,tasso fragoso,MA
65805,-6.965633110006896,-46.17309968240165,fortaleza dos nogueiras,MA
65840,-7.026461995873926,-45.47818331923759,sao raimundo das mangabeiras,MA
