customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
89885df937157375f2aea4ccec60d274,9e870328ebfbde7f303af30a6529b9c2,21721,rio de janeiro,RJ
a45c587035f04bb1a2534cc22a987655,c5de5fafe22ef9984f1c1b66834a7427,59310,sao joao do sabugi,RN
747273f8933ca373ed0b2640610e56e8,61f53a955923a271a5a805c3ec1d67cb,20551,rio de janeiro,RJ
f4e35567dd4a7698f0dc5607f1f065ab,22e1c4c08868ded996e4a74392f2cea9,29560,guacui,ES
d5ef2005eca8ab3356125c50c6baa8cf,015366a7c13024e36f1f125d8f9a9e67,28890,rio das ostras,RJ
42de47849d20da22e217b9a5e1de1584,455ee28f5e4eb0d93424c0383113fa8e,85660,dois vizinhos,PR
005c36bfaa8710aaf61e4b1712ccd658,851f75e1a1ffe3612cde92428a7e9701,7401,aruja,SP
a1ebc1341c41be7604527a96353f2700,3434f88039a4e537867621960b17d7c0,7032,guarulhos,SP
e6182e764d13472f7fd00a571fc71c0c,5642d883f45725581f344df11906a2c9,27286,volta redonda,RJ
a24bcd38ab313cf3a81abffc89b98206,59764f9ea50cbd6dc54b1f79ec613b1c,3210,sao paulo,SP
7440dd9d4b5993f2cd33d845b5edab9a,7bb0ef48fca18efd7c9f88bf2141f096,80020,curitiba,PR
4373e14c9a936c5033553ff232ab132f,61a35167059f7f151c45fcc9d6e68da2,96180,camaqua,RS
6ee4303f27dc03360f9f7fba88cc644a,f9c795b38c3a40d85f9d2d9046189b53,66060,belem,PA
981408ecd1bd02aa4bb69a5f85c452a3,e795e7f76c0779fa2b4aaa24d15aba59,75524,itumbiara,GO
cf5a949abba8b491211250ecbcc634e3,2cc8268b531325af4ee0657cbedfd572,18065,sorocaba,SP
177ba55869da8001fcca079af0b85832,85475e754525d6d222d917dbc8251801,58039,joao pessoa,PB
e94869a739b5e8d08b2be671ce692628,db07fd2ad9869f8356b1fbeefdac31e8,12328,jacarei,SP
ffdd13826fa94a17a1455e2367d3ba86,b81adbb393d0fa9cf4e30a62b98f0352,6656,itapevi,SP
b9699b7bf33f35c934fd99c1c25bb2e9,2b5f40a486d41028b4c3a859941dbe66,5382,sao paulo,SP
0092770b2a1471643d88b60d6b804464,6b2ef099439c81743bd02edd480829d5,65260,cedral,MA
86077345114daef70e5009a273c9d8c9,0f984f9ca7135856453915690249541f,32017,contagem,MG
a8a62f8d8e457bf2668ea328f0988de7,53c5298b8a28733a73ae1cbcbb6bfb9e,72445,brasilia,DF
713477f27e9bcb84f9449e11fb6378ec,8a925d6a1e031105535d10099158dfa2,25040,duque de caxias,RJ
39a3f99c51f59150cbd4d1dfb52603cb,1670e7eb21cb0b14319e9b6fd3aabb30,5083,sao paulo,SP
cdf5d3222d200deac16e4b4c2e97b519,89c8fd00e68cd196611b48318f4b8bce,95590,tramandai,RS
1c6669022d784934e20b9378fb8fff57,81180010d871754c48aa75b059ca1a01,86041,londrina,PR
62488077b67f2fe2558dd09fa9e81ed9,1288b67e253d4ba65e6cdf5c3cd31af5,23087,rio de janeiro,RJ
67fa506d20ee22b03dadaa961aead8ca,2bf16a69ae39c5409bd761994247d690,11060,santos,SP
a9132d11118521f5bcc480e1b814e9de,3abf6ef042fa8ebcfd8c8811d25ef5f0,24457,sao goncalo,RJ
fc291b11a48cdc95783fa95cdc4d6286,a918cb24d1e85182ffa5200ea39efbef,38060,uberaba,MG
9982795598ae2714885ecb26b4247fda,087e70bb76bf40e7e19969a984a08bc8,12040,taubate,SP
c6e4affe776c84f449dfe5de63939208,26745aefcbade7bf038c84f9529ba5b1,9853,sao bernardo do campo,SP
21169253f474db2ca62af7ae67eaba97,2f9f180924eaeb11def5623b85f7cabd,93900,ivoti,RS
8636aa7094b64c56c828f025018a6a44,b34389df1fe2ddbd7389c4cdb085294a,88066,florianopolis,SC
a6ab0864a43614a2ff39d136ecdd8242,9d0a6b738ed264615f676857866d3228,2726,sao paulo,SP
af73c0c87b6ae52088682b9718bf2e32,6c039e3652b253b36c019353b242fd0e,35222,quatituba,MG
6afd81b08532b9e05f3dc2e988793e4e,c1179fdd8d608143d7fa4ced36572a93,28020,campos dos goytacazes,RJ
a30fa291a66b4f39e49ba45680963d70,ab88f23ceb6bce39c8bc063d48ee0d33,30350,belo horizonte,MG
2455a94ebab82b39829283f823a69bba,f53c89af952b692df1ba10a05fb895a4,39900,almenara,MG
8db78eda876f02c5113ae17697ec1dd4,fed93a0c58ebbe0a50bad4d8df8863f5,72420,brasilia,DF
21779f705d7bc554063de51867b2e732,60fce6e412dd4ec2bf0316d90b5de8de,31130,belo horizonte,MG
6bae2a5db6ca78c2225e213a63d4af9b,3d5fe73f9b69a86cd2a719a049e42da2,14026,ribeirao preto,SP
0b70631e89b09a3dc8acc7d20d595b18,62dfd7fb99b98c3ff0bcd6776a261549,35300,caratinga,MG
42cd00c8e827f807e3a23ad112f9ed86,7bb11399cad0bf69bea0a74b31ed09b5,11040,santos,SP
968a67f39df931e3d773be73ea13e235,475cab480951109dec3ad6f770167fa5,6236,osasco,SP
1a0f3e7e61d2a1b7896ea1daff9d0a87,071aa5566cf1f8175d6631107c6f8d61,61905,maracanau,CE
1aff35540649a1c5ed033773c3585d7b,2410195f6521688005612363835a2671,92420,canoas,RS
3324c0488c6c1aa261c51589a05762f3,ad97668eed5826a5d800b15351bea269,3976,sao paulo,SP
76e096c68fdf19c14e89397f91d10159,92814d50e37e74d3b07d9270257da763,3578,sao paulo,SP
8d71631f63c27943bd89ceafa1049b81,33479fddf9b24f799b3732ec22fff07b,35460,brumadinho,MG
7a503ab0d71429773305ec84d3461e60,8e5e82c50ec7111e1ea9757732b549e8,71725,brasilia,DF
4c5d706daadd48268ca4b0b435b01ae6,6f453891a4b53a9c39319eb4e817aa18,19906,ourinhos,SP
57d2e8cac21d839292ba374f50f07e58,b1f0cda311daec745ed28fe913f200aa,21921,rio de janeiro,RJ
67737af3b89804ad75d01d9f36ae2a21,260898e53301ce7a48b5681f63c4280f,72270,brasilia,DF
d0b25c3ff06f89424d29785b8142901d,a45398b4871a8c038a31cc8c64a52625,8780,mogi das cruzes,SP
e5245a61cf63870720b6559bad5d35e8,a5915d92773335107130a2d1e0c5a91e,36202,barbacena,MG
37ab5b60e29f1d9453b6fe478de83135,6697d70629ba492b9711e4eb35d4c92c,11730,mongagua,SP
ec8456833b489a30a289b163c2b296c7,6a10b7f6208fd4c895ab217865113634,25255,duque de caxias,RJ
32c6009661db53f56c198466fab06e9d,c804d7dab083f317eb1d6dcd8f286c7f,27930,macae,RJ
c29938a93f8ece506055a0d148460e3b,7804bb80e888801c61290f838f457669,36500,uba,MG
ce7d210eefbdd540fddc0cd8899eead9,546781ac6b1dde59b7d24d2871b1910c,14500,ituverava,SP
f27266fe6e92b04127153535e6234636,b4b7d5423b305f1f12a55eba32b39e10,26600,paracambi,RJ
ea2d195c0d7c95afc15093ee66bc518a,8f9c0dc510c12654a35d2add7a6c5d34,21211,rio de janeiro,RJ
4918ba73173a0a5415bd47592a6ceb6a,f4b43781700053039b8569f68d371dda,17034,bauru,SP
f9307a868d628f108b5f304e4a6a4e12,e9199a70926b8f0e73254691a089e27b,3732,sao paulo,SP
04e0aae337a6d96f0b1311fe9ef13752,0d79252fffd1aab6f4221dfb4bc19aac,9320,maua,SP
6539aa9c6e57c945c4c2c0773b68e939,c23d08ad321b067575a59d384c9c1a24,89120,timbo,SC
018346fb20f70801a88a7b8c6dbc2e31,ead836024f59595707c0fb51d9c3463b,48800,monte santo,BA
db75f12c87289bb25391baf511352864,adc19274ee64f1d91ef57bdab658002e,19013,presidente prudente,SP
57c0cb950e45449d5d43a9048383d0a8,95b9cc03c38543424739337e55600069,74543,goiania,GO
0c387de9b1d29c241fd527453fc9650f,bc0cac6a08345c4ba1cf54c98b255f13,22621,rio de janeiro,RJ
77e0e2987754751f359ba128d6cfa606,c18c7db1e430080eb67cece06f62177d,58320,alhandra,PB
99445650caf90f9e752ca490641e3528,4e265b2c2cd840ab6172ea570ae8be79,17600,tupa,SP
78f9bb3f08999230469876f27fbda918,ef89e8338074d92c4ad0a9e884f0cb0f,14940,ibitinga,SP
c52453821582b2e9295670149b2a77f7,5b99b037dd23d71e703eeb9a1f643cda,12327,jacarei,SP
be552266bf47bfc6fa6c793fd74006bf,7a84515823bc6c15b7b0e1ba70a704ae,78850,primavera do leste,MT
ab1261c8d8df84be427a3300c451c9ce,3f9e51fcbc55e13979c880f315f6d12f,46430,guanambi,BA
a6bfa80f8f4588f1efbfe0c4a287cf19,10f0e73a73d998d04b80715c553185e8,14090,ribeirao preto,SP
f623abff52174c8134beb9aab562b99f,d5e1bbc558d15ff8b23ccb14656a1dc1,31515,belo horizonte,MG
18894e9402efdee826f9daf42c240dcb,90d266e45f1d74ab0426131747703455,22470,rio de janeiro,RJ
5458c93e0db88f9b885bc7dbc3bfa2a3,81e5fcd4b5436bb7e3eefd166f7bc489,78015,cuiaba,MT
9898e7a6254ea0e7e8bd2bd10a2ce2f7,8a3b2a4cc28d91f16a8e0dc4d08bc0ba,5754,sao paulo,SP
ce6d32fa00bbae809e07c14126e5fa6e,1504b719eb728716ff7583dc7b86a0b0,60743,fortaleza,CE
922f741f35942da06a3d19400757dd63,47b1f4779cce5b6a93c5f02310ca9671,78420,arenapolis,MT
1b96951f204d883b17e4d9cc323dc10a,526ff66903c8f540946c5043517fb190,24230,niteroi,RJ
6d3dc14d9685166e7e1dac1e1346ff47,bdebc19be75ce23f8de349a1941d13c4,71925,brasilia,DF
9eb793d1939a97ed213e8e7415947d8e,7af9180714aa1b1b4ac52586022c6f0a,22260,rio de janeiro,RJ
2252a8e7351a7c00efa61874788b7cfa,1eaa04276bc9e7b270ca6115c2fb2d50,31742,belo horizonte,MG
23527f840cb0cd645fce474b5da35280,cd8da100e458acfd8a7c4b05212469a5,24030,niteroi,RJ
1682e6d70d9bc4c652158a101c758aec,575331ad90c5c1074afdec8363cfa591,73092,brasilia,DF
2c1c3b2dc98c6fb099f16fd6f8f5bb0b,056cf1da778f8b87140f1a463ae85077,9450,rio grande da serra,SP
4b5fe0f21a41c8f6cfea49a803855f87,805f4b6e9ce80113e9e5cfbefa9577e3,86088,londrina,PR
351fd12ee349b042954f2274be04cea0,0cd86571e115820ac47203caccebaae4,91340,porto alegre,RS
fe545ad78bc59d1a99427c3e5f99ecca,a28e0a2f9a5542e51038c2370ec9aca7,25956,teresopolis,RJ
0c6e1c99ede0af1d66df832917e4d7bd,b6e1611f308a8687ccd737d88cb6ce89,5775,sao paulo,SP
e2f3525eb4bea9de848fd11d7605bed3,65e5edd61ac7c02048ae3553b67a9475,23075,rio de janeiro,RJ
1ccbbc8bf31f3641a48c52432bc44c61,08f4102d5999eec21c6d819175a93a07,21215,rio de janeiro,RJ
41e596fd461c4ffcb8e0a29f8b247153,23800afbf00b208a2c254e9d55b9ed33,4883,sao paulo,SP
693a6fb212be2902e0a252ca094c61e2,cc2b5dc7472de6311802d34e484616ce,18071,sorocaba,SP
bd52d6038b05ad568e194c06b89fc4e3,62bee75275706a52175531d8c63fb93a,24350,niteroi,RJ
7cd835c51bf18427b0e32d2a4b2db1dc,5fff78c7fb562b662df596c504b843c1,96412,bage,RS
aaf4ae37c35d48ecc202ed358a53ea6f,ba7517b52f297d63b6f204a33f6f2aa4,88190,governador celso ramos,SC
d1a137a7cf84be581ba025c1a42f0fe5,80f1dc61e6737016a7b9214c6cc412f7,9854,sao bernardo do campo,SP
3b993a1a8a634ff519d637ffa8c544f7,249db977ba4fd91ae600a6b2157a20a4,87709,paranavai,PR
3a2b4695ef4d00cd124b3e6f2bbcd212,d56257633b86a68ecd4f773ebc8cac33,2251,sao paulo,SP
97ae6ff94a9195cc5e2d8fb995619619,e301216623168d227eb0b0a3aabb1e62,21931,rio de janeiro,RJ
5f2084f0ea46590ba9155c03bb9dc978,ea3088c758e3a445742e64143a322128,71610,brasilia,DF
9d951c0b8d3b39f81a4e35fd4aa21bf3,82e974b142d5542642c9336e02ad52b7,9861,sao bernardo do campo,SP
f246238b7705e24d780b2585516d50c0,d32b388b3c40e8bb7d1a828afb842f75,11045,santos,SP
73dc166bf11b159b151dfe72a96dace9,e5cff2445bfad667574341f4817e3a3a,5544,sao paulo,SP
76704321b49d39de3fa159edb9ebfa9a,b2e899f05a6f78ed0359de81eb853941,18071,sorocaba,SP
dfa7df4afe1ba4c38428bd36cd4444c1,eec95eabca2b8d033e1d36ad86ad688a,27351,barra mansa,RJ
844b96c263dd9829cacc9726ff2858c6,4ce8736c9e2737a864f804612388e921,32671,betim,MG
f3872f2416b6121ba4e15f69d4f7e306,e8075d0d19d526b4c51dde1ed84582eb,27513,resende,RJ
48342baa6af62deabf69b3d7c8b4c079,0931121d09abd3191ffd255d843b8fa0,16900,andradina,SP
6bf3d65c15bc4af3f6d4415216be6cac,1dc6e62032b47fb3dac4dd2bb44f806b,36400,conselheiro lafaiete,MG
4d31a630dc3cd14ed82fe2930834841b,8834fc0d71c8c6052a49cb5c4ebb9fb1,66085,belem,PA
2cd34b583d992938389048b0af8bea8a,a975496624b578358d2f33cf43d8ba4d,31330,belo horizonte,MG
49f0feaba6e05f5663d785458a63fe46,ea18ffcfc95260cc65c44b127026a8e7,4006,sao paulo,SP
4bcbb8542d4155d51be5c8a40ca04d74,da45dcbecb45111176897e91db1d9e53,90660,porto alegre,RS
c63ec7f1e7b5e7465652930f83c5e3e6,18f81769a6112c52d34c081f3467e73a,13084,campinas,SP
40d7aa838f40cb4af3266f21abd232b0,890dde15f8e7f3d289a24ce834659c7d,55120,riacho das almas,PE
3805b1ce76c57fdfe5753f197c762200,8d6392346695368fdacf2ba5bc70e5b4,4022,sao paulo,SP
b123952035a68c206b896798af8b1b48,e3924d623fecb90b294f24b9fc411a26,4551,sao paulo,SP
e867a0d69912db241c0cc2adc85d82e8,e6dc181051e2446e7ae94acd95676489,24360,niteroi,RJ
6a662dd18fc19343c615f9bb28a1cbd4,d740ba74315bb6f1e6a76d021e740e46,18730,itai,SP
b28df93f277b995d67fd7b31e40a932e,8d19a071f7a43b7c1bb71f878864d6e2,20745,rio de janeiro,RJ
349af5dc6eacefe1aea0d44a219dad84,7058e3a031a68395e4c985414b389dea,90020,porto alegre,RS
a866f67b44dbcc8612120c2bc59fa171,5bed15735f2d1bdfb2ba8286973d1bca,13300,itu,SP
47377a11634958c58ce218a27af0854c,21df36b620b4c4718c8e6b3b20ee70cf,79021,campo grande,MS
95e3388b5dcbb48857ce7d634e15ead3,bba7d63521ea0c1e114d1afc1f14b7e2,11520,cubatao,SP
be64015bbcf67491565da07954e17482,9dd770c44760f1decde89a1bd95db0fe,86020,londrina,PR
ef09439e943cc62d43a77aa04f6da1ed,818a2d3c7e0a5c52e2f301ea5d0c3dfa,11035,santos,SP
2b397d1f1e5a1bbdd4471805066a0cc5,443ab4f989f1ee12c26f675dea465bb4,88040,florianopolis,SC
17f4134d647aa6ec7219495933975d6d,7a40f23f1fdc4704605cc6db0d4f160b,1327,sao paulo,SP
a7713e4efe4e926b8b69cf9789d8b3ad,cc06bf1646c799223d5e13807aaf500a,4714,sao paulo,SP
0861d5de0f6df826e07bcd0e0d6a42d6,63e8fedccd20496b627fed7b76f35648,14026,ribeirao preto,SP
57aea3c0424ba421f4a819dbdd9fcb33,875dad3047b8db550029d943f725ed1a,26525,nilopolis,RJ
7d4024a33d15af87c7e47ee51976b556,92192378ac0be15fe85e3ac5e188df1b,63010,juazeiro do norte,CE
a0e31b843334656af95bcadd351dce5a,cfe570106ab92df0412e0877a895190b,21735,rio de janeiro,RJ
2d27a321dea8fff855e646a93cd32ec8,a0071dc6b18fd4a5d4c1011a7b6f8984,41720,salvador,BA
69b904a580620dd2898f30a0ce35ccfd,ee0536b95071fa4ce9bb94a187fec75b,4520,sao paulo,SP
1782f1f5319a952a9024d5a94908f03d,d240271b66ca92bd471b18803885d248,4122,sao paulo,SP
0c838ef80e244083eebe4db0da227bb2,b5f48e65c14e0e73846f1b0f8611c64e,93125,sao leopoldo,RS
0b92c3b2085fc6ca1af7d396612a2a93,f9e8fc5cd9cda3d485692b6dd3fa662c,30160,belo horizonte,MG
9203c398c857def612b4ed2bac557422,227820fa21c5f2e13729a48f3b91f55a,35557,carmo do cajuru,MG
7c25bdcff2dff279eb40aac4077490a7,c6ff4cdc311f5ff1bfe1457530f6eb2a,6170,osasco,SP
4a8f4f1ed05dab7530cdca6ba7e28439,ca3865ab988451f1544dad3910217f29,11630,ilhabela,SP
f529a0fbe1ebd4622fb563b430cac7f5,90db37be54fd796a0fa73b7678e8b795,40150,salvador,BA
607738441825be3267dcc380da1a069d,f3bddad9740ed90d3170d4a3f4c28048,24210,niteroi,RJ
e4da40842c77acf1d600712d8ddff94e,a14dcb24100b7709b3fd1d3a927f3c66,20520,rio de janeiro,RJ
cda14d3d288eb8e572f473dac6f879c6,b021c4914aaf3c673e92473fb1e61010,25914,mage,RJ
8d34bc21c972f82d188661dd3bd97521,d4b4382a6ed199c4905ede299a1c67ff,12215,sao jose dos campos,SP
9523328a28afcbb2b4e2e7e49d729bcb,f7471d502dd946e0a2cb6020bf076808,11717,praia grande,SP
822b0a7c92b1dbaa4006e1d12d1f649d,fa5a755fccf780cdb26c04c4e6fd23db,49037,aracaju,SE
ad48ee61dba1606e5ee496ca03710f83,6ba9ae471d8a19202d6462a17f03e831,29177,serra,ES
3990e05f8ede91d4ed641781605ac253,8b0ac1a4b78316b6236267eb9488dcb6,3579,sao paulo,SP
66547f7170b98ccdb163928a0f56ed2c,c0f0c461d77aed35fad457baaf69bdf3,9061,santo andre,SP
a1807fe36ad5f9fd06439fb2d35991f5,8fb4dede8d25d7fb4484a36306665ad1,86183,cambe,PR
110c3f74110dc10d18670b7971d1ff31,2571f41727577645737ff6b834e9043b,31525,belo horizonte,MG
9c0d40a2af948e31d03e583dddb57fd3,d2f446ea35ec6fe09959e8f858962b37,42700,lauro de freitas,BA
377d5824d96efc701b5466d2ab7a989c,65664394571517836734246f81665f93,41820,salvador,BA
21b40e18f9caad4582a1728f19ee96cd,58f725579ca3062232097e19f65034ad,40243,salvador,BA
ba649fed4375cbae013a05d52ba39dab,bf48f6947e4c7ba816a0c5bd97f7a7af,36302,sao joao del rei,MG
b3a9a8efc10d7d2ef76bc4645c0b3c5b,d67ecf48dff067edaadcf476772111b9,85010,guarapuava,PR
1ddde5a696caa6d5f0130742338cebdc,47ee464bd3bc8ceae744313ba37c06e5,11410,guaruja,SP
19bd8e276e722962a4df7a2acb53ced5,d0d23489ef1b5a1878cf5a4d2f902930,11950,cajati,SP
55006617698ed79ccd65eae5281c0a42,baf77acc099b750351155bef36390b8d,13425,piracicaba,SP
25c9e5b149518a28b6ce5cf64c5edf39,2d828097a7e624e7f944af58883a7087,85260,manoel ribas,PR
1bf8457339eaeb36acde4228f7b5c318,0ec7a2de907687639ba7708527850b78,14085,ribeirao preto,SP
9274553a4765ddc5f089143cdbb3f2eb,f61a6c9143d5698cfc16cdd6c0fb0d88,8473,sao paulo,SP
4fb548a2a29046f4b1d54477725ee8d3,9987f41c2041e5225f9813f3dfb1c755,11530,cubatao,SP
bd0c57b418e8b1cd0f10d87da71a403f,deb506c0525ff4b17e97718d9c349409,38182,araxa,MG
3bc36b88b6987a920fc6aa2e63f6c76a,113bce53d36635ea8d76711d5fe3a05a,97015,santa maria,RS
cfac8905cfadca4d7fa97e572742f93a,07a7972e43bf88e50a7376e6f1ae4e21,95800,venancio aires,RS
a60b68f552d029c7bbbd88d9d876112f,240a0da8c894f0379001f1510d8301e4,28625,nova friburgo,RJ
58512a1043fd8047a4f96d5fa665fd2d,daba2e7a00c149161c68cbb18db656a9,28800,rio bonito,RJ
da44295f56502a7dea82924018b264a3,055188b8180998e4ff965306cdc47644,77813,araguaina,TO
dd0710ec4e940dd8fea9c6c0f844553a,215087daa3b92e640783fc2b6d86299f,13205,jundiai,SP
42f3222ef4273d065434ed6449442086,ffa4816b72b79e712d015c0a3640716d,15055,sao jose do rio preto,SP
2e1a3155fdbee565b7ad55cb75ce8f78,ae7f543e349dd405a2ff5d6ea850cb8d,6414,barueri,SP
e9bd0214b78584c2b7819f1312b0bd0d,dc08fd779fee2ab9ca23113c29c2fb3e,29941,sao mateus,ES
66d0f81a78ef68872539beb6c13430b7,1df4569d23990e3d8d30a4d7e22b2def,42701,lauro de freitas,BA
efa59d77e8708ed3ac9e0ae96e42c615,babb55a4b1603e5009feee1b72080ff4,88270,nova trento,SC
5ed983169387501e328faac4dcfed4c4,b9eb307415714cbf3ecf026ebbf028c6,8775,mogi das cruzes,SP
bee1e23957cf75da376d033c4e2ba724,34c43e7170995ec125afcfefda28b657,87200,cianorte,PR
14c371217da5521396b475dd7a0ac8ce,3fd678676acfd7898c46faee091713dd,93290,esteio,RS
8a45f7d2b87f16a273fd86e9d5efc35a,f036ca45f48f9058e7a227905a55eb7f,69934,epitaciolandia,AC
a96b4cca295b6876489ce885ca6b9f10,1c333424172f5a72cc46164a074a800e,73015,brasilia,DF
ef1eff472a8b759da492a2c060b23273,7260b6c83db010ef2383289f0b3d5a4e,49048,aracaju,SE
39eb26e58bcb1c8c7775e8eb056bdcf7,a1ea1fc5e949123cdb66dee30ebdbce4,87207,cianorte,PR
ba0ee5f2b5e3be1a41659bf07742c415,0a5fab743da859b3f10a409bbb132a5a,27330,barra mansa,RJ
0999c7720d666729eec4968ae4ac70bb,b65a65447f8a14cef396f6fb89195088,25954,teresopolis,RJ
b5a7d50f6d78381d8096b3c3ec58f5e8,2725531e4aec6effc440079bf702027e,13561,sao carlos,SP
e84f49649af1492bb0ce7d6df227a76b,091ca53d5f3012d1e4e6c940b313b1e2,26311,queimados,RJ
0356877f77d9b7556e70917d90bd59f1,b1a751cf325be76355d032d8e4cca557,9080,santo andre,SP
3e79cb7a8f04303dc8cc43d10ce2210d,1443fee1e6002f8607edf57f013f05a1,3908,sao paulo,SP
dc1d5b5f79066d5d533a3a964290f56e,e0b3358c3019b99179c1329abcf007ba,7151,guarulhos,SP
c1bd03bf0a51f89d26fa62e10a00aa66,c07fd3ba0a2fbde90f1c875580e9ef4b,13600,araras,SP
3f58c477b8cfc3c37266e353151cbbd3,c60f8d96eee11521297484a6e8f988f6,29702,colatina,ES
446a7b388b7e3c35ae59105a61876c33,5e5023d36dd7ed1cff3481571bea4e30,36010,juiz de fora,MG
f491695f1f6706acf407993fb133ffce,2f6acc3b853beafff4f8cfc7db237278,4145,sao paulo,SP
159d6b06f07d8a56005d06dd7d669199,b1819b85b2d6c733f3a0f5468f0a78a2,4176,sao paulo,SP
9ca3c3cb222efba635805f6fefc8961e,bed6914e1b13e7291330c42e4b5ee73d,5567,sao paulo,SP
c83b31cb99c25dc79950814bd4a90184,2892872833c8f4b1dac4dc1391c53154,33858,ribeirao das neves,MG
257014a0267d8925a6084a6663ed056f,07fe5a844afcc262e5ab1ffa38946f23,49097,aracaju,SE
4948d9d11ebcd4d241a0b291c15d5779,000d460961d6dbfa3ec6c9f5805769e1,1206,sao paulo,SP
3b0083b0418552bc7b8a1a083d03b56f,2fe5af51eacb6ecea9d47314c8e521ff,9952,diadema,SP
94d68507f622fb53c4e6743dfa3a9503,7a72982960479fc3ec001e4925e1e0dc,35330,inhapim,MG
d2d34922fed7b3a54130c786b7cb0ecd,c773f46401bda329a4395706a2d2087e,5397,sao paulo,SP
cb58cd7d199d31c8320261119c8eca20,8247de12f35a00cf569c5b6a00a746ec,80020,curitiba,PR
