order_id,payment_sequential,payment_type,payment_installments,payment_value
44c4f29a13457f2c0e36f5520a215609,1,boleto,1,130.56
16288edc7382ecd4230909d0907fb939,1,credit_card,3,157.22
0f227f29d1cef44dd442c2fe75d7896c,1,credit_card,1,27.80
ccb984d3f0888287bc92e0b18bb9527a,1,credit_card,3,68.35
93b78181e649b7f9afa19b6240ced12f,1,credit_card,1,33.77
6e56fd377b9d1f816af128295e5c1003,1,credit_card,1,104.37
e9a879545f57cb4c1d3acbee8b436454,1,credit_card,10,128.77
2563b04fb444e1918ac6d6e63f3ab039,1,credit_card,3,45.09
8fdfc7811576948a3617d02fe7ddbaf8,1,boleto,1,97.17
796033ffde6ba06e0abe387e36ee8fe0,1,credit_card,3,158.97
9783d3dd1819fa6e14a26427b1989137,1,credit_card,4,40.01
52db460eba3f85ec726f0a72cc6e03f2,1,credit_card,1,227.24
507a6db9c4fdc782cddab2d468782a97,1,credit_card,1,76.36
5b771e035096a0cb850e90ee9f28f8b5,1,boleto,1,79.17
233f0d86db908dbeb6c2ae5675b31e71,1,credit_card,1,60.00
9583e5c37c1a090275e8af994d6b3231,1,credit_card,1,84.30
96a5b82a5f7b31928a21f1fe875e1caa,1,boleto,1,120.15
f084543786418b1f552673e4c213632e,1,credit_card,3,155.14
d0aed2ea0f3d1f9911ee36b795ccace5,1,voucher,1,53.01
d9137c81bf939fd8a1934f77b701422c,1,credit_card,1,53.59
040b9db3ba0a38c2c2b139d6604576c8,1,credit_card,1,78.64
32fea6db74ff9bb6c713d23f7328bfd3,1,credit_card,10,202.50
f19d214a923377a6b52d8451d06f946e,1,credit_card,1,17.10
ef813fad9b922ac63fe19839a24d9aa0,1,credit_card,10,134.94
d3c64cf55752f7821e85e7ea9b9b3f30,1,credit_card,6,339.86
00fed9e582d5a3e38566872eec164ac6,1,credit_card,8,412.18
168cd953540aa3251bdfb407cdc4b6d4,1,credit_card,1,89.10
27e64186c53a2a4b80641c116be0b834,1,credit_card,9,91.29
7b9a13b4622d657fd5c9623a26099255,1,credit_card,1,17.87
8809391e10af2cf3abaef5ac8af9fc4e,1,credit_card,2,1025.24
42c85bf5583375774d0e2a73b4ba4d7e,1,credit_card,5,50.68
aa0cbb40775d50f0535c3e4a38603b3c,1,boleto,1,82.24
7a3db786a9251bc1603dea2c4970e448,1,credit_card,10,236.71
ff1f8f328e5a59ac754240b6dd31bcb4,3,voucher,1,142.58
052a77ba9184a29a1a99c4129ec14c74,1,boleto,1,57.60
a891a6826aee7ca570551a63a25c135b,1,credit_card,2,38.27
88d9499b5882f39b760f29c92acd6f2f,1,credit_card,6,65.20
23afc00db0b1c005196306f02e1c1178,1,credit_card,1,45.87
1a945a3b76b7ad9955320a6a9000b567,1,boleto,1,30.69
1617de4324c46b195f0be6e6b6fcb3fb,1,debit_card,1,21.79
2da6df6ecc3f69f3642ce1fafad85d5a,1,credit_card,1,55.53
86cd6336fbcfdf0879fa120a60b8ee28,1,credit_card,2,42.68
1000fcfbd3d7ba209ecd4e6cbddf839f,1,credit_card,4,71.63
dec8174d065c241bf96331b867fe47ad,1,credit_card,8,276.57
d5881d54a4846fd1b09414dc09de1b38,2,voucher,1,33.40
56eb381fff8db8d35134693062514084,1,boleto,1,112.78
30f8d07f72dd2d73a608b365a861f3e2,1,credit_card,2,24.84
ac6883abec7c5543bb89d05903f1cf5d,1,boleto,1,56.78
656990431532493653f3cabd289b023e,1,credit_card,3,32.15
ecf04d68c5337972de2653e72f80790c,1,credit_card,2,87.36
475ff6348f62b515f96894937c01358d,1,credit_card,6,140.08
e7d99cde4408565cb8aa944a642c61bd,1,credit_card,7,376.76
3b5b8c9ad729a2b4109ed18e043e21d0,1,credit_card,4,117.79
d74791c08aaa52d2224fb2486e311413,1,credit_card,3,618.29
bc8d3ca8eda2e79015ce0ddd10eeca47,1,credit_card,3,48.75
7b0714f45a0369b445c5cd4fe277573b,1,credit_card,6,318.55
b74509f6609c9c346bffc8f3be013197,1,boleto,1,48.30
76f365ea86277e79c94d5fd3dbc1db80,1,boleto,1,317.16
65bc13ce9ce9abd1fb01560e41e0afa3,1,credit_card,4,254.14
1c119597703b882a5b24ab9139a9a53a,1,credit_card,4,118.35
d3f61af04f38785c0797842d31273ffc,1,credit_card,2,125.52
69264247c0a6cc0003e9c47fda4c4693,1,debit_card,1,62.01
264a7e199467906c0727394df82d1a6a,1,credit_card,8,1388.30
49153487110cdea2e59215a536aff73b,1,credit_card,1,72.15
c94edffab2f10ec24645c62b40881e88,1,credit_card,5,265.64
a59b2ae7ce595ee0cb33191bbf75836c,1,boleto,1,107.76
5b85d25b6c241ebdfc09b3300a7af668,1,credit_card,2,83.27
4b8bfc23c1469d2169ca53287207a0bd,1,credit_card,3,157.78
26129745e391aef6de37c94e29d34f11,1,credit_card,2,112.43
c229c6a2f0ecb33d8e2779ebddec3a1f,2,voucher,1,270.46
d8c9468038ac4ddc59b9cc15ee15cb0e,1,credit_card,1,99.52
fa73021d06471826a5740f3188024ce2,1,boleto,1,504.65
252788350f9dad30b31847845fe119fe,1,credit_card,2,129.73
3e30e6710e775ebfeecbd90fad476396,1,boleto,1,70.72
95209d82e56460c0324aefe008010b82,1,credit_card,2,102.13
d731191f76c39fe5c7d22edddb6836ba,1,credit_card,10,164.40
b414a769783b3ab82e49f4113c0edaae,3,voucher,1,13.50
576e5a5f6d1ed0b333acc88bee3b8c25,1,credit_card,1,51.43
ee876df28481f4593364685acad97f87,1,credit_card,1,73.47
4de5beb49e4389e91971200bacf4e024,1,boleto,1,106.16
99eae747b45fb42516e46311533b3064,4,voucher,1,16.88
2f41dbe3e1e76b3d8092ff2bd3ea676f,1,credit_card,1,34.00
ad2cb7174d08a12cbc905429e2027c96,1,credit_card,10,851.82
e1a9b6caca1fad8c2b2ac22a649605b3,1,credit_card,10,169.01
9c9504bb506aa1635fb6ad19be9bcfa9,1,credit_card,1,57.68
47cdfa4d3f0ebffd3064a5a7f1a1a901,1,credit_card,8,623.68
10a6730b0b333e2b017dd139a0530f19,1,credit_card,10,143.53
f53432b147736e0b2c2ee32ba00709c6,1,credit_card,5,109.91
32a125a6a8216eaa745d0e33eabc4218,1,boleto,1,116.23
91c743d287fad03a614394bf50338369,1,boleto,1,84.26
af284d0accec49fdf679f1bc8e3c7ac8,1,boleto,1,40.00
d6573c37b3389e591e6b1a8e286eac99,1,credit_card,5,116.37
2d8265bb0095c7d253c85443f588d1ec,1,credit_card,4,124.62
4421f094ff828b78aba6d18db005821d,1,credit_card,4,89.08
e840db297233ce8300fa3cd91c595ba6,1,boleto,1,61.50
76020f0be1e0d6421959f71f724f5048,1,credit_card,1,3.60
4c2c259b29ccdc4072a5b520dbf864c9,1,credit_card,2,257.92
cacd9b95a18d1b88b7f52fc53c2fdfc9,1,credit_card,1,30.28
8ee3d811c7a49f0f3be646dfb3489e75,1,credit_card,8,309.63
fc4b86d2c7c84e7b54c253f91b29b404,1,credit_card,1,95.18
aa8a0a13a82200ca731915b262113b2e,1,credit_card,5,87.08
b8c672112a4b924d15cf410db2a8f955,1,credit_card,1,43.38
4fb940c1dd0d52bdd810288027151f9d,1,credit_card,4,111.60
f92ef153ceb4a6db2572cc8f79dff479,1,credit_card,1,42.50
74540e40d4373528143680c4e1a8f2f9,1,credit_card,3,146.96
de2e5a0863ec922ee9fb96b8b3395de2,1,boleto,1,57.51
0ff91985e1cbf76b8e97b408d735f7b6,1,boleto,1,162.45
bcd03a007dcad04bc88701f563b985b7,1,credit_card,1,58.62
209af0f4be00475004ee6a0b9f37ba66,1,credit_card,5,235.20
521cd5923e832da3e93b88e46996e0be,1,boleto,1,33.10
73d8fbbc006da6a68bb49f8cebc05a50,1,boleto,1,40.00
a80d06f55bd89375f2f07af38a6d5f91,1,credit_card,2,103.43
11527b2b9050d7d593db2acc395b9e24,1,boleto,1,64.00
0cd60792eb628e2fe7f77456cc67c4db,1,credit_card,1,217.10
f184018d4bdb5a578d594906fdff974e,1,credit_card,4,48.51
aea17603b85011cbf7358a48daabd6b0,1,credit_card,2,64.00
b116148f0b8c4d1a5f8aeba7204a50c0,1,credit_card,1,74.72
da335e512c5172e253ee80cb42acf8aa,2,credit_card,3,31.05
d6fec3a661e51c21131372fae5ddda39,1,credit_card,2,213.50
102dff93d9ff9180027b57feff2f34cc,1,voucher,1,1.16
a494244817c043c16eb0c72c5d0384ad,1,credit_card,2,172.53
0ba01684638233b0955369c3ccbdb414,1,boleto,1,149.29
67eb4ef90121427f1b21fabc4a4ae8ca,1,credit_card,4,52.22
13ca758b93a2298b4571f97a8a97e3e5,1,boleto,1,274.39
1cb838bbf91e8e446a3fc49d56973c9a,1,credit_card,3,103.11
03af220bbd928b7dac065e6febed1c5e,1,credit_card,2,143.02
d3a3e3dd365abc6013aa6321b0c12c79,1,credit_card,1,429.19
f31821b89453086fb83d13d1ce46a51e,1,boleto,1,154.08
f7827c2a34b42e02f5f75571d008c2cc,1,credit_card,3,38.00
ec46fa0c63f83339ec26fb20a159d488,1,boleto,1,616.73
f4836c9fdf304c98f625b549ea6bbc39,1,boleto,1,179.05
2a979e13109e885e514dd6e33ea99895,1,credit_card,5,170.73
54f3086920092b6c1d80c5db5361e937,1,credit_card,3,212.73
bf205457ee84ab84c423d67b88239982,1,credit_card,1,2733.63
f5c6d2e1e505748547e4ae426b377168,1,credit_card,3,86.15
cf57d12f25beeb760bd30983c67f21cd,1,credit_card,8,2252.66
cec650597bc68075233883fdc1e06fe9,1,boleto,1,131.16
a2b4be96b53022618030c17ed437604d,1,credit_card,7,265.94
32b808465502f4cc7e17777151e294ce,1,credit_card,5,124.43
34713a7c57fc2cc3f40a0ed057046b70,1,credit_card,1,25.00
0bbaf543aa84dd90baa21ed685d72605,1,credit_card,1,30.00
cc2e8086c51979abc27c0e0d0b3c7127,1,credit_card,1,73.78
7b34ff810a938027af0e0d4676dbee42,1,credit_card,3,109.49
ec36a2bdf65bba1742263a91c4f251ae,1,credit_card,10,159.27
808a117545d27f5c0ea7cad158f70600,3,voucher,1,16.48
38246d20fb91403c9ed13e1aa3c665ad,1,credit_card,4,73.59
240a9fb8d72be362d54b0c418d579504,1,credit_card,3,50.17
0847e79b172a265faa7bd23222c56222,1,credit_card,2,63.44
dee8120a06a4934ccefda2f44a63a2ff,1,credit_card,6,199.51
aa7ad6a7e355155075a22ce9de8664da,1,credit_card,2,24.75
e5d4c985cfb24d8e62045041e4df6087,1,credit_card,4,262.58
6aefae2f6010e130e87f27ff4ed31a8d,1,credit_card,10,121.09
63fc384c8e172e856d4cde83ce2a5234,1,credit_card,1,188.40
46194c8e92b01770503efdd7aeb49c1a,1,credit_card,4,147.15
93665186a08d41fad2ac9580488ff17e,1,credit_card,2,57.99
181a9d0dbee29b580a407cf2ccd80570,1,credit_card,3,157.45
8476e4daac5bcc4adaf4e56af42ce110,1,credit_card,4,264.34
048741d7885a7fded1de887eb956fff3,1,credit_card,2,158.60
652436e8f3a1ba0f1eb9798fedb75426,1,credit_card,4,84.23
82c5cafaa9a07e68a28009b6cd031be7,1,credit_card,2,25.10
3a13ffce1e0ef24cc710957be4cb9054,1,credit_card,2,46.54
234b6c84609fdd57caa4701bc727cf16,1,credit_card,5,151.55
2ce9683175cdab7d1c95bcbb3e36f478,1,boleto,1,73.04
ed737c73d49d514352d4a57de3ca77c2,1,credit_card,2,58.74
b00bfb424800f2b8208beced23e67c63,1,credit_card,3,304.47
dd7fbf8b53b7ffa059c926a77c42f04f,1,credit_card,2,126.63
1badd176eb41888c1a20a7614fba59e1,1,boleto,1,1391.89
677903861e5a22d39b6c208476a62fe4,1,credit_card,1,185.79
2081951727bfe945199ff7bea30cbd1a,1,credit_card,8,193.55
93a804dadb1564950a0aa38cfb23def6,1,boleto,1,54.84
17a0d6c98b2dc14bfc378f1ebe19b11b,1,credit_card,1,37.61
b282dff26b02dc8eb8715aa5996b13a0,1,boleto,1,122.20
363f8154ce0860b9c0c5a4c09e9f619c,1,credit_card,6,189.26
535c025843acd3d8c280a3b32f77a1f9,1,boleto,1,75.78
3c845174981c9b87340aa1ce5ef7fc9e,1,credit_card,8,280.80
357e26bc92e720c2b487e879d07506d7,1,credit_card,1,75.65
0f081161ec11a7986d836cf8e012cd21,1,credit_card,2,150.95
4d0f637afbd692c3e9fbffbc338de497,1,credit_card,1,138.28
191bb83e4a502bb51e6dd4d229082939,1,boleto,1,98.23
29e48983e21e97c5b3542161bab87fd9,1,boleto,1,93.18
7df0be89ace3eb8776cd96ef3df0f12e,1,credit_card,1,89.97
abbd44be67f3cad08ffac14daf36af60,1,credit_card,1,52.15
674ad026128b13d3d0c0bd4a6e0b66c6,1,credit_card,3,61.40
525ef5459736975ad3586bef388ea0f6,1,credit_card,10,1351.94
c821401a2442b0b99428fb297c4b127c,1,credit_card,6,387.68
e66e29f65af321ea428495d66066e809,1,boleto,1,324.01
1c7bc1d2107c0101a38e3096fa42aa56,1,credit_card,2,84.79
a1fecacc69af0a9d178e614955cc7bf8,1,credit_card,3,167.62
883a45f636d1eb15ebedd842b99fa364,1,boleto,1,160.17
690337f788f183f4f56c8d5c87c1aa2b,1,credit_card,2,42.65
94843ea453d12bb3fc1b4b2f73cb1f82,1,credit_card,1,110.33
81789600931518629cdd008140f7defa,2,voucher,1,18.92
fac467ce69a8abb815d930471940d06f,1,credit_card,6,63.77
aa00b2ae7dc9fb5471ecb331f2fa656a,1,credit_card,5,78.28
7656f4ca2d491ba4f1ecb0d8779e5e7d,1,credit_card,2,108.51
ce149d960ee7bb3b8b2301f66e6f4ec4,1,credit_card,3,93.64
ce52a7a6fba6e7475592bcb989ff0487,1,boleto,1,56.78
5f79591dc99f5f8850f6259c80b83be2,1,boleto,1,43.56
45ab6766f52882fd2bdcbcc11cb9a392,1,credit_card,1,212.12
a1c5606e8638ab41b56420e4c1f4bc21,1,credit_card,10,660.41
3611e9793009655c4d1350655211953c,1,boleto,1,80.59
387dbd8ab95a2cea602adfc5434f7258,1,boleto,1,389.01
2fa365c3be59336941f0c1b054917bb8,1,credit_card,4,146.68
7c7dc1f3affc0d38b97ea22a8aeedb82,1,credit_card,3,68.35
53cb5f5ec120b69e739f77e3fcd21284,1,credit_card,2,132.08
03350e641d4d30d50b38c2e3030cd394,1,credit_card,3,153.96
e98fdad1f9ba500a9aecfaa90e1662cd,1,boleto,1,301.65
8f413a1f9c167b4f6c5f891b6c7c7d27,1,credit_card,6,122.40
c906b3161de4c9e7c323e68c831f35b1,1,boleto,1,37.61
33b4e4420ddac9b1e67cc73717c9b168,1,credit_card,1,33.79
81fb90c1485e2ff8b2fdd37b0472ba9f,1,credit_card,1,92.57
531b7ebd1fe920da63f51af4667a7962,1,credit_card,1,345.38
0260b4ed1d24feacffa9d9783016a467,1,credit_card,1,75.53
d08811a07ac44cdbf0861e11d4f8af67,1,credit_card,1,31.72
a415ad4db7ac7a8d3f67fa7aeb0d569e,1,credit_card,2,49.59
e8df3922b27283e487dfe7c7c0eb149b,1,boleto,1,70.14
e15b3513c9d37fdf4a36b88911a5c515,1,credit_card,1,86.39
d310b57747a742fc3a54a009114a77db,1,credit_card,1,104.37
81260078ee8b33f713aa199a395e1a0b,1,credit_card,2,77.10
eaeda5b9e869c82e60f0a3281c38fa58,1,credit_card,2,101.63
6ef8f6ed00303d5d81cdab508d586dcb,1,credit_card,3,41.10
225876f643a4b8aaacc6afc0aa77db8f,1,credit_card,1,64.86
9cf68a98289ead1bb2175c2323255969,1,credit_card,3,202.50
3ae7f9146be3fb4fed651a66c7650b19,1,credit_card,10,141.83
0ef8647af5bc37a0a511a194ae927e09,1,boleto,1,117.62
8f85569884c951516be7212f656f8e9a,1,credit_card,1,41.28
88cd8bb48fb54b0e7a42902d1383f847,1,credit_card,4,45.55
9e9e4d3f5d27fab18087abf851da026c,1,credit_card,2,24.19
24a670b13d0b287bf0e123c3010fd19c,1,credit_card,2,153.10
70f814478ea3019fff8677f0aca6a54b,1,credit_card,1,69.06
939b9bfbbe679418ac73646f380353ec,1,credit_card,3,41.88
59b7819f031f8bb56e21aa5659649954,1,credit_card,3,381.90
99a2615edee73927284d4b8b81f7f14a,1,credit_card,1,63.11
f16cee914b281d60bc64534a18952330,1,credit_card,1,121.62
6e84c551c9c07b3b8b97fd837d7fb548,1,credit_card,2,27.09
5c4bd61f42ae0fc21608b9e9ff39c17c,1,credit_card,2,130.56
ff37040ee7efbb9709c2b4389c4c0fc4,1,credit_card,1,64.59
1f8c89e0b4033cf3a956761da1a72f5c,1,credit_card,2,68.12
2e3cadd5483e3ed34ee082b1e099fbe2,1,boleto,1,135.08
5f2f2e0cfc4ea452b16a78eee2ccbc89,1,boleto,1,171.02
4899eb30202787ac652e0c9d9f690edb,1,credit_card,3,129.36
7b51c46033c2c8973e402f7cfe510c11,1,credit_card,4,137.11
6195e90e7ea722bbe3310d3908613bd2,1,credit_card,2,153.17
a48091d43904feab22b133cf47e96816,1,credit_card,4,454.97
9eab9b5db2edcd3d67654eea38f74ad9,1,credit_card,1,61.77
1104851f6f6ff9451fdd8e8b980e18bd,1,credit_card,1,88.90
a3d1ef2562cf71542edfed06c1a7b6c8,1,boleto,1,115.27
f596454780aa1b19597e739fdae8c56c,1,credit_card,2,121.19
1125c81efc6a16e16349a678434feac0,1,boleto,1,33.09
363814e98fb75811e4465c3b7fc84ca5,1,credit_card,9,91.92
72bd20539e6d9960af5e49e9c7d70896,1,voucher,1,190.42
637cd939e435a194d562522d5bdc0d84,1,credit_card,2,184.15
95f3615ae63fefb578bbcb55f66fba96,1,credit_card,8,219.91
10adafadd4cc3289bff103ee8d2db9a0,1,boleto,1,184.29
534a0fbe91a806a1dc6bf09b497e3d6f,1,boleto,1,158.30
fbed5025efea6c9b776e3826c055ad9e,1,credit_card,1,105.38
5a42d01f5fdf7a96312618390f361e72,1,boleto,1,162.85
d0848e46e16c282e0590623021ba6940,1,credit_card,3,415.14
b78e1e59e42553fbbc9948d04ef0539f,1,credit_card,2,65.00
6ebb33b8e0afab10328a6580a1c54be9,1,credit_card,4,217.26
ab65887d04b631b6d83004bfb47fba02,1,boleto,1,95.21
24cb2cb9a2ced76369e359626d439ad8,1,credit_card,1,141.86
450fa7604128b5ab721a6bca04843efc,1,credit_card,3,138.66
c1827c984118c0142ad335addea61924,1,credit_card,1,121.50
466b52b6a096e514ee88ebaf70d5d2f3,1,boleto,1,77.57
2b29ddaabb47afeacb5daa2c68670baa,1,credit_card,3,235.28
61782adcbc7367ccf0c14043586c9495,1,credit_card,9,125.80
7b553267b4a47c97b6c27a6aafb549f3,1,boleto,1,92.57
d838d4f27cfd8fefb3ad286dda195b12,1,boleto,1,217.06
73b6681d5b9ead3f8fbc883a3592a34a,1,voucher,1,68.12
dc6a8e8831352bf06b8b0e51ff58e69c,1,credit_card,10,375.12
f0c1fadfe3832d32c7a44b37530c9e2c,1,boleto,1,253.23
565073e67c654be3a7e7fe0e10e36629,1,credit_card,1,54.00
727f1697a6e0fd3018c8ad97fb33be71,1,credit_card,2,45.62
4af2fb154881f350d8696f7f7a7f80d3,1,credit_card,1,48.08
1268893eaba8446ae1a02da9bb6f4ef1,1,boleto,1,42.86
ae27a50cb9ab15aabfe66ad3b4020a91,1,boleto,1,65.60
5a65cedc025f607cbdb4c5219f648ae3,1,voucher,1,20.00
2c810e97c1d3956172e1830863e6a133,1,credit_card,8,1326.85
4d513811c3447933c3472defe4992141,1,credit_card,8,237.51
649aa4ae69d60a0b65b5270e737081be,1,boleto,1,176.69
a0f5fea75f554a37cc21f2db68319ce0,1,credit_card,6,205.35
39d83b95ee59584c2232febd3336f1e5,1,credit_card,2,157.22
c7474786cc1c0759264e3e6c464d21c6,1,boleto,1,61.20
45940e007848875eb181bfcf14ea51a1,1,credit_card,1,280.84
56744b8c0cf4b18e09df60005c231054,1,credit_card,1,46.82
6f07b0ce1812870cb9c820fc295144e3,1,credit_card,4,103.59
1ab042feaa17c3f7a85da45fe9a29a78,1,credit_card,8,84.48
a3cb021819344fef213fb8b1bf340a8c,1,credit_card,1,34.09
659abef602b62c08e71dbc6892a5cffd,1,boleto,1,88.19
f16daf0b2c8f62c13982bba10f575145,1,credit_card,1,45.38
9463979a72f79c0324a07095d572007e,1,boleto,1,76.19
dff8a4e3be625dab7477ac366a4a9ca2,1,credit_card,1,64.28
0e0d0113e6a6e1dee034ffae4c3fd225,1,credit_card,15,154.14
3f8c8dc789ca737939667e090ea91e29,1,credit_card,1,60.00
63c97617b533cbeb9d57b0f1e8d88adb,1,credit_card,1,113.00
b562335292868936c122b33bf8485b13,1,credit_card,2,531.16
41a36974d44d460751104164c80e5ac6,1,boleto,1,103.83
6e8441e286bd323b5d6b46f402445920,1,credit_card,3,33.00
a94c3f9f786e8db6bb345f6489942a3a,1,credit_card,3,113.21
0276bd1aea24c642af813980281af144,1,boleto,1,179.48
b40456ac26df93f73f7cac7e9d87de5a,1,credit_card,3,85.25
1daef9cebfe701d5500c5ce43a271165,1,voucher,1,98.56
50f4eebd00d7150e6ff4da0c0b39a826,1,credit_card,1,42.78
6182f426bfaf3fcacda874e7da0a7561,1,voucher,1,48.92
255923114ac9ab1260799440433c6963,1,credit_card,1,112.42
e383fed56a3263977ef519e546eeb1e7,1,boleto,1,53.01
6b42a19086fbc8038a2a8e561a47a897,1,boleto,1,125.54
92067448c4d19cbdc8e0f8dd683e63b8,1,credit_card,3,178.40
753e537c63c618f5c27c4a3a51182909,1,credit_card,1,96.26
e3ed33286490140b86ee2ac0bebe917a,1,credit_card,3,138.48
30647325eed2f0ac046e27a3cb6b76fc,1,credit_card,4,380.75
21a464b47cbed6570cb9086c34959ce6,1,credit_card,1,25.65
b5a5f8ac4bb761fbe9b16518c8107543,1,credit_card,1,4.05
8c23f60e51f9e3aec7d9e0c07fa3d8f1,1,voucher,1,56.50
a5542d780161a0c1c649d4e0f44540c8,1,credit_card,3,444.30
9de58a725e435fc7ff5d41e6d8691788,1,credit_card,2,150.20
2d82dd44bd4ea2cb852068142568d5ce,1,credit_card,4,168.20
12589c257a3c1fbe98b76eae91008b19,1,credit_card,6,622.73
69a2a91fc2f5cf8fd09cf5e9ed2b56ff,1,credit_card,7,73.48
083a0434b4fe46096d27412266b29d36,1,credit_card,1,89.26
9724ff037a78e9215939269a8f52ef19,1,credit_card,2,173.05
7323d8e601f88123554e4d9bdb617b79,1,boleto,1,173.88
bed08b58982cd12128ec33bb7aae000a,1,credit_card,2,143.12
2868d7d031293f42d0004622a5b68418,1,credit_card,1,123.49
2002527d89799a0cfb0adf6f4710bf95,1,credit_card,1,288.31
d784639512baf997ba554af514e51246,1,boleto,1,105.20
931b1729484868bfd8c3064cb74459b6,1,boleto,1,76.65
d3f5bfffaeea59a28e11e01a94a25fdf,1,credit_card,4,69.14
e1c810cb179481ffaa80d2cb9585933d,1,voucher,1,55.01
d8b396712d55ccad35aa9a1391aa74a1,1,credit_card,4,198.20
6dbeb47d61ce0769596f48e01978dafa,1,credit_card,3,95.76
be97182751bed153d280411feff5dd3d,1,credit_card,3,187.65
b07078baf6a1bbbc998cdfa28e7f8230,1,credit_card,5,59.27
b701d65353872620da82e696574a589a,1,credit_card,3,32.22
f8d0d96aa37dec6d5889d28cf88574b5,1,boleto,1,240.61
4ffa6925f9e9d85f1da329843f349238,1,credit_card,1,60.87
a38d3f174370890c07a5d34cae339ea9,1,credit_card,1,37.38
483ff5a41552b4071ff9d8bef07c6ee7,1,credit_card,3,243.11
ad9ad462491a04f6673a43f6ec4a54d3,1,credit_card,3,155.63
c2c7994c7840c3d025da33aa6285c246,1,credit_card,1,162.31
a5e8a66d24ac5735531a3eaad092730f,1,debit_card,1,153.69
854135793f7e0c5c07d4f72b32125b92,1,credit_card,10,236.92
044d94a4ac73b24fe28ff5293ac35bd8,1,credit_card,5,65.53
fc71a3c2d48575dde21534b197ce5d2d,1,credit_card,2,157.21
d36ad3f4b22bb20d764f83cfe6ab045d,1,boleto,1,32.38
67a98eaf984ba84c596f9f5456634f20,1,credit_card,3,189.84
1ef2710f49fea446b8f10e63aaf121e2,1,credit_card,1,21.77
61433627bdda467b4c2e9c3f4c17854d,1,credit_card,4,166.35
8339a4963d8b1727c15465ff154ce74e,1,credit_card,2,330.76
3191a632facc88061613226d587845b3,1,credit_card,1,48.22
935f9339b5dd814b7ff8cfbedf010732,1,boleto,1,77.34
349ac0dee57737a2916f90c7d3aabcc2,1,boleto,1,138.74
6bc8d0921edbcb67c01832572c2ca25d,1,credit_card,5,107.09
24fb2d250ea8c0fa1ff61b3cfb17778e,1,credit_card,1,41.95
70c5ccc21360b2f9c8f0a0decfb4e41d,1,credit_card,5,67.14
32638fbca8d1a197e649fd5138e12049,1,credit_card,1,336.86
58862b6204545c832643872387966329,1,credit_card,1,244.34
788313c36328095e48229fa8fbe482cd,1,credit_card,5,126.01
9376d48a8f0dfe09122a2e197aee2436,1,credit_card,5,57.72
