review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
5413c569e4ec14de4b8d3391d594c7d7,2d695e0d0fe5d863c921713fdc1faf7b,1,,passado o prazo não recebi o produto e nem mesmo um parecer do vendedor,2018-03-31 00:00:00,2018-04-12 14:09:38
c44bcd1dcd2dfa3e1327896af27db804,e1171120e3b1615034d5372b0d3254a7,5,,,2017-10-12 00:00:00,2017-10-14 22:53:45
fff16f1d24ddb73c98aef7b30a10bd59,cf4eff954b06c19d96be7d6792a1da3c,5,exelente,,2018-06-19 00:00:00,2018-06-20 01:15:24
378cd58ef7348b01777abd3498c52d27,c39d785e16b7798f5c2654780d533ce1,1,,Demorou demais,2018-03-20 00:00:00,2018-03-23 13:03:50
ec833629947f8a59777a54f82a8f638d,ff3cf519c35d0a3c371c62b507838a45,4,,,2018-05-26 00:00:00,2018-05-27 01:20:40
edfb6159ad9e6d2459216785d04dca67,cd4f9a974c6789b89069a844779294a2,3,,,2017-09-19 00:00:00,2017-09-20 14:59:46
a0689adf80eece4d3db0378bdc14949b,2e0b1f8402c862aceda3851490482211,5,,Gostei do produto.,2018-01-24 00:00:00,2018-01-26 20:01:09
fc7b6fef62f97e4e81626548db064f33,9dbaf3879dfddfc43171aaf9a9c0a82a,5,,,2017-09-13 00:00:00,2017-09-21 14:01:36
a4b08083b495e5abbc019d18352ef51c,b7e23b7efc57795b6806ef873f1e5ab0,5,,,2017-08-10 00:00:00,2017-08-10 19:55:55
43f17cc220fdcd730511ae900aed533f,febc913d8a07693e87fe06bdd4afb232,5,,,2017-12-30 00:00:00,2018-01-15 13:41:19
137e64faebacd3951cf2fdc4fb1629f9,cc03f6907e3230fc27f728ed4e977534,5,,"Entrega ocorreu antes do prazo, produto em perfeitas condições, muito satisfeito.",2018-08-08 00:00:00,2018-08-11 11:20:07
c68f27c1ac6de3ddeba5ef2b49f4c924,7f12392edffa8c0d0ac2d70b26ae6c0d,5,,,2017-12-13 00:00:00,2017-12-13 23:24:49
44beb050e2cd0d25b27e32070ee656fc,ed2fd29485ba0cce066d8a1e5fcd8bbc,5,,"Ótimo loja, entrega rápida e produto de ótima qualidade. Eu recomendo!!",2018-01-26 00:00:00,2018-01-27 09:11:20
be1cfb440e90ff0e552017a3ed615c5d,46f6ed73fe09537a68e37e5b67fcdd01,5,,,2017-10-24 00:00:00,2017-10-25 00:58:16
c54daa4243736b4240c4c8870d57b7ce,2965ef8e9b42fd941f044c6b197246f5,4,,,2017-09-14 00:00:00,2017-09-15 10:10:36
34af2f7c4b3ec348698485781c2bf296,082e1d9362de402518ac4c47b4d82dd0,5,,veio como o combinado e entregou antes do tempo. muito bom !,2017-08-12 00:00:00,2017-08-15 11:01:54
3504cd5ab1422e94524552e39649983d,13ba5c26aeaa1d857d413ac4b93f0924,5,,,2018-04-24 00:00:00,2018-04-27 21:56:00
01f3f3296bdeae812af34b8cce0cc980,b7a81940965effd79fef25a444debdbd,3,,,2018-03-14 00:00:00,2018-03-14 14:12:18
ee12726aa2d21edbc6c8c29565df8dd6,35096a0e4744902c11de408b85c43fa4,5,,Excelente loja para comprar e produto de muito boa qualidade! Ficamos muito satisfeitos e continuaremos comprando. Chegou antes do prazo!,2017-03-22 00:00:00,2017-03-23 17:12:44
3c33ae6190937c63dff9fa81950f67d6,f4b2e1f6d7efad219764d0da00936947,4,Tudo ok,Conforme solicitado.,2018-06-08 00:00:00,2018-06-08 20:28:23
30f8b4fb4c49ac678eba2e310fdf909a,80f1a60aab67dd9a56cc211cf8874382,1,Uma porcaria,Meu produto veio errado a voltage que eu pedi foi 127v e mandaram 220 que nap serve de nada para mim ja solicitei a troca pelo site da lannister mas nap time nenhuma resposta. Me sinto lezado.,2018-05-04 00:00:00,2018-05-06 15:06:20
07f1ee6108ca1aa94fd4379ead6d96e3,806a1957ff8cbc748448e062ac9affc5,1,Perfume com defeito,"O produto recebido em embalagem lacrada, após abrir observei que o perfume estava com tampa do spray com uma colar envelhecida e com arranhões e a parte metálica solta. Desconfio da originalidade.",2018-08-17 00:00:00,2018-08-17 22:53:02
569364f30e60a0124c98eef603e0a936,416e55ae80dadfd48f380ae3b1b1dc83,5,,,2018-07-26 00:00:00,2018-07-27 02:52:28
295dcded484680cfb4b1916b66218e22,b35ba23bb1c421765752e07fc9a4e891,3,,,2018-06-30 00:00:00,2018-07-02 16:46:55
be5bbec6c7ea12ed591ab679f1adc377,9b2d3a2e24dbac479d430298eb8905a6,1,,Olá. Recebi metade da encomenda. Veio apenas a assadeira da pizza. Gostaria de saber quando vem o resto.,2018-04-13 00:00:00,2018-04-13 20:33:19
1f67c1deea0170aae5bec05b9873903f,b88ab07fb8df9a5215f630bc0da356f8,5,,,2018-03-01 00:00:00,2018-03-01 13:00:54
97f07e03fa42ed1b34112357e6494415,f593228a7a25e9633ff78a4ce0d0d4cc,3,,"Excelente produto, correto, bem embalado mas com entrega excessivamente demorada, considerando que o mesmo é um medicamento.",2018-03-06 00:00:00,2018-03-06 15:39:02
74efb52be9c6bc5678347492e79b40af,69583cd28b004d804a6d819b11c8725c,5,,,2017-11-24 00:00:00,2017-11-27 12:17:21
9979f9019b0fb7755be14008181a96be,7f3eeda083f7dd3143b24b17ad4ad881,5,,MEU PRODUTO VEIO ERRADO.,,
PAGUEI CASAL KING R$ 99,"00 - NÂO CASAL PADRAO. QUERO TROCA URGENTE.\"",2018-02-01 00:00:00,2018-02-05 11:48:12,,,
8df3d9c692dcfff160dcfad6d7f67d19,2e157239001a3bc129887997254f9af8,5,,,2017-04-19 00:00:00,2017-04-23 03:58:17
3711e9d888eb0f732d003d49e95356c0,455b543c53eb86970fe22cdb9890a686,3,,,2018-03-30 00:00:00,2018-04-02 20:14:40
dc5d6f4d51909d7f0dbd437b0efc5ef7,a6ba686abe92f4b2c2cffcd962db019c,4,,,2018-08-07 00:00:00,2018-08-07 23:04:28
d661e8543d5ab13a9d3eea88065ff21f,1c0f9417f551a547f89b1451b15d1756,5,,Estou satisfeito.,2018-01-04 00:00:00,2018-01-07 15:44:53
31236b5a5c4fc4cd5051953a0ee8157c,752b8f7e6ea0235e3f33865ae8c854d8,5,,"Envio e confirmação de pagamento forma bem rápidas, por sorte o correio brasileiro tbm foi rápido, então recebi antes do prazo.",,
Produto certinho,"original e espero de dure bastante! Rs\"",2018-04-25 00:00:00,2018-04-26 01:08:36,,,
36c7e89814f0de89c03c3effae6c5a4e,9f54e902758b31d39a8dd691868a9f48,5,,,2018-08-21 00:00:00,2018-08-22 01:22:51
a0ae53bb70f9fe3debe5811a138049b8,724a9c4449f1ff54ffe60064715811e1,5,Adorei,Ótimo.e de qualidade,2018-05-05 00:00:00,2018-05-07 21:21:11
d795587ab9fd1adb6cc3819a9b0e0cd6,f81872bf9ae3411093fd97c7f9d1b7e1,5,Entrega e produto ok,Produto muito bonito e de excelente aplicação.,2018-08-21 00:00:00,2018-08-22 10:11:27
387c17bc2cda05069321c9bf3a171cf7,8dc119de90a425151daffdb131bbc779,5,,baratheon adoro comprar com vcs. Me sinto segura e realizada com as compras. Mts abraços!,2017-08-10 00:00:00,2017-08-11 10:34:01
922c5f32730584107b806b28300ff880,3a2abdde2d9547be9828b598160bd25a,5,,,2017-09-01 00:00:00,2017-09-02 20:01:08
0ead4bc772821ccf881b76f68fff1d8f,f5450c4188fb856ef71d0ccd3ecf673a,5,,,2018-02-07 00:00:00,2018-02-08 09:55:17
2676143568239a5e072bfa8a90473742,ef13107bb93c2e7cd4509174a883022b,5,Top,Rápido e de qualidade,2018-08-22 00:00:00,2018-08-22 23:08:00
015c6db3f2fb201c6b202d69655fb666,b308c9da408c9307a85916a795a6eaa2,5,,,2017-09-05 00:00:00,2017-09-06 02:10:23
633f21ea85588867a424fda8ba523c7e,6f458a4f9539960d4e6661e78486af6c,5,,Bom ptofuto,2018-04-20 00:00:00,2018-04-21 13:32:38
46f966f8b9204492e2b064046abd86bc,cd201e0f6a37139084fa4f76f87e684d,5,,,2018-07-25 00:00:00,2018-07-28 13:14:57
119ff04d8071376f461d840eb789ccf8,46658d903ac296a4187c4869bd2a3939,5,,,2018-08-25 00:00:00,2018-08-28 18:59:35
7cb17e979e458b0b5b4215812b3b6a64,2f745f754793012b39e7806795178857,4,,,2018-08-10 00:00:00,2018-08-10 20:48:51
8436a8de597e49f76c0f3f35cc551c5c,18f4bd3e68ff66e98c8c5afefd502ee3,5,,"Recebi o produto antes do prazo e é lindo.. super recomendo. A unica coisa negativa é a caixa da embalagem q estava muitooo suja e com marcas de mofo ou sei la o que , se fosse presente para alguem...",2017-07-26 00:00:00,2017-07-28 01:30:17
0cec2819ed396278316d2017597e891d,6b24cf0591948a0a949ee51131cb78ad,5,,"Produto excelente. Rápido, boa memória, excelente processamento e uma perfeita relação de custo benefício. Além de muito bonito e design moderno, fino, chegou após quatro dias. Muito bom.",2017-09-11 00:00:00,2017-09-11 16:19:40
afc6411625266fa6f2540f46b07381f0,19559da3ec491caeab77c1512d28399b,3,,"Acho que os produtos deveriam ter as medidas, achei muito pequena a bolsa térmica do Corinthians. Gostaria de comprar vim cooler e não compro porque não tem medidas.",2017-12-02 00:00:00,2017-12-02 19:45:38
a80b0bc31ca709ddb0a081ad4a5c3b43,5dedda64af4ddc15c731da483184f324,3,,,2017-12-14 00:00:00,2017-12-27 01:11:13
0ace453fe7b5bef528384c26dd444b0f,69462246c5d9730f30df8f49f1cc1e83,5,,porém os correios deixa a desejar... se tivessem uma trasportadora para fazer entregas seria melhor...,2018-04-10 00:00:00,2018-04-12 09:55:03
a3aaf6c9066c66d856c36bdfa24281d5,46b5ee58f02c3f33a7bf816bfc5da13c,5,,,2018-03-11 00:00:00,2018-03-11 11:40:15
6e9e0955d4db4d291d1b4b63d9865f04,7e5821896794f7ee1e792ef610915f78,5,,,2017-09-22 00:00:00,2017-09-26 11:57:22
a2b8a5a2ca5d932c05d983f8f5eb9cf8,b30a09b85513a03dab6e86a547a73219,5,Gostei muito,Gosto muito do atendimento de vocês!!,2018-07-03 00:00:00,2018-07-04 00:33:30
76fa6830035442af67e689d9356e8e13,5cb2fb75350ea85361db1b3b7bd2495c,4,,,2017-08-30 00:00:00,2017-09-06 15:19:11
d840dc5cb4178a602a558b05891c3d91,090e9f5faaeef6a858eb1663e67c0838,5,,Muito bom,2017-02-15 00:00:00,2017-02-16 15:55:51
ee06b47268ef5836e559b7df7b8a7743,eedcf6db339a0b2ce303e615dceaee65,3,,COLOQUEI COMO NÃO POIS SO VEIO UM PRODUTO E FICOU FALTANDO O OUTRO.,,
NA AVALIAÇÃO CONSTA OS 2 PRODUTOS SENDO QUE SO RECEBI UM. ENTREI EM CONTATO COM A lannister E NÃO ME RESPONDERAM AINDA.,,,,,,
",2018-03-16 00:00:00,2018-03-20 12:18:04",,,,,,
f815cf61868be9cf498089e21a19b817,e5507d205012f77887831308321ac9e3,1,,Não recebi o produto correto. Estou esperando um retorno até agora.,2017-12-09 00:00:00,2017-12-09 23:58:22
69afe234c4459b389e66ae9539d98182,b876459be8cda353e0830b7ce970e067,1,Difícil avaliar,Fica difícil avAliar se ainda não recebi o produto,2018-08-18 00:00:00,2018-08-18 03:41:22
13c2145dffe049eb44d039a22b1dcc37,21403027f4ab40334345e1c8626a6a3c,1,,,2017-12-22 00:00:00,2017-12-22 22:00:01
fd75914eb23604a51c598d82571e832d,5aa30c6fb7069f850d190ad8cbf80c20,2,Repetindo o erro,"Já enviei o aviso para cancelar o pedido, porque como da vez anterior, entregaram o modelo Carway F30 no lugar de Carvun F30, pois faço questão que tenha teleobjetivo num dos lentes",2018-07-05 00:00:00,2018-07-06 11:05:04
862d7141efbb0258a611025847c30f9c,97e39cfbbb930126e3f1c1a2048d649a,3,,,2018-03-28 00:00:00,2018-03-31 01:25:29
8eef9c7d3847691a446ad4c43c2cbdb6,e1b2b399fc8d82464976a550af8ee646,5,,,2018-04-09 00:00:00,2018-04-12 02:01:28
f3464ed9bad2d83b8b5541d4e5ded9f6,757fc9c2b9efb9c346fb38ec82763c32,3,,Gostei Pra Fica melhor queria ter ganhado brindi.,2017-09-20 00:00:00,2017-09-21 01:35:52
fc28885f8226b2171300495141994637,c8a767e16f523557f80cceef9f5ac88f,5,Bom,,2018-05-09 00:00:00,2018-05-09 21:53:01
2baf037efd3591bfcdcde143b6f57004,59a0441d0335d0179d1077e2dcb46cdc,5,,,2017-07-28 00:00:00,2017-07-28 19:53:41
acefa1c647d4c05ae6a228bf6874f36b,2a4f7453c73c4b1383b45944fd590c25,5,,,2017-10-20 00:00:00,2017-10-21 10:58:10
1f9c949b8152e4c0aec0d74271d564a7,bb4f0c21ae6014e40ef007ff6fbcbeb9,5,,,2017-03-02 00:00:00,2017-03-06 19:57:48
9842005ad2c2bd1d4217a1434b392395,b6e2dffc706175b324dd0915ce5ff492,5,,Ótimo atendimento.,2018-01-10 00:00:00,2018-01-13 12:14:27
89f12e575d3122792a427c27379bf35d,e7deb83d07b89b75079627c99028d57a,5,,,2018-02-15 00:00:00,2018-02-19 00:28:20
89da25f30de32888ccf36405d6775df9,5b6ceef2a759462c5010f414622dd1e9,5,,"O produto chegou rápido, e é muito bom.",2017-07-25 00:00:00,2017-07-28 14:44:23
e06bce36254ded26a11fe556ef6e61ed,b11a2fc0664cad475e2700523625a1e6,4,,"O produto é bom, fácil de usar, bom para auto defesa.",2017-11-10 00:00:00,2017-11-11 07:25:37
3d1b19912c288a9356470d3a6ffcdb72,e471d6505cc20e9f3dbb8a6645eb57be,5,,,2018-06-20 00:00:00,2018-06-21 00:21:40
e61bf166cfcb1648c4e7d4d8cdae7c64,d0444c65949d9cea920374debbfbd723,5,Torneira,Excelente produto!!!,2018-07-11 00:00:00,2018-07-13 17:58:28
13d04f80e8f0a8bde444f63323ce1d71,47206fff1e56391bf30b5acbe7f5f7a2,5,,,2018-05-23 00:00:00,2018-05-26 14:42:29
4ee5f4a20da9b1021c9b59d82aa8cbfb,c506c39efc92ce2be6baf5046afef5c8,4,,,2018-02-02 00:00:00,2018-02-02 21:57:42
7a8f54c6b78bd67029e2aacb162cfde8,1bd14d9418bc4bd605521c1afad99926,4,Excelente serviço,Entregue até antes do prazo.,2018-08-18 00:00:00,2018-08-21 12:43:20
e59f0b8e280ee1fc4bf2d0e5f7531f44,5cebddc9f18e00d1cdbc79c8b456a0d1,1,,Ainda não recebi meu produto. Ficou de entregar no dia 20/03/18. Até agora nada.,2018-03-22 00:00:00,2018-03-22 13:49:00
18a8d368c4f3258da00bac7ccf2c6b95,b14b0dde0afd46bc7023f812bccb6abe,3,,"Apesar de ocorrer a compra e entrega devidamente, o produto apresentou problema na qualidade. Comprei um kit de capa e película, porém a película na grudou na tela como deveria e logo depois cAiu,",2018-06-14 00:00:00,2018-06-18 13:30:20
8a5dc09055bdc4a37a30c099fcb1533e,7a275273bce174382bf22826d9150592,4,,,2018-06-29 00:00:00,2018-06-29 22:14:32
5881fb2fa0a740c90e81213ade99b27a,bcce0481b3f582ede8d29c5b4bcdffdd,4,,,2018-04-21 00:00:00,2018-04-23 17:02:07
e4424e2f6c43bde9b861e9b8fe85df1f,429c8e72bb984330b65c6050435242d1,4,,,2018-04-19 00:00:00,2018-04-22 11:06:53
8bb518b99d58c23e2fbd8f0246be8c18,c765342582f1d08f16285fb827f88b1b,1,,Produto FALSIFICADO. Não atende aos selos de originalidade da EPSON; caixa colada com cola quente; recipiente de tinta sem lacre ! Absurdo !,2018-03-11 00:00:00,2018-03-11 18:49:33
1bac7fc8eb675dfd13069888e51d4678,6ac7c4ffe3878ed0702e5650d8dd6c26,5,,,2017-03-28 00:00:00,2017-03-28 21:05:09
81773c6b4da0e57588f34f7eb9dc847e,3ff4571d28b9a56f8a7b6c9c0e1d691e,1,,,2017-08-31 00:00:00,2017-09-05 17:10:22
8aa4ecfe4f5d613f2fdd4677811d818b,874c69026a5bf0c3a422c298e7ebea9b,5,,,2017-11-25 00:00:00,2017-11-26 00:46:47
ca26a97baa1580f8acbc755587616eb3,80e9acbfd99b46609bded7263945fe15,5,,,2017-02-10 00:00:00,2017-02-11 12:54:54
49cd1dcf747fe7630e9873a989f4c36f,66fcf8b87873646949274801ed99a8c6,5,,,2017-12-23 00:00:00,2017-12-23 22:51:29
f6362b9da08c0cb3093dd517f5217e39,7b1ade884cd7da23e0f853fd00807d38,5,Avaliação do vendedor,,2018-08-15 00:00:00,2018-08-16 09:54:49
8f757e6ba841f6c409a4d968a9b29a74,c8258090bca7cc6a62c1e15d7fd995d4,5,,,2016-11-09 00:00:00,2016-11-15 23:42:46
6e14d39ed9a8e8448aae42174d326c99,081acb555a1113c7c97b5c19a34852a1,5,,,2017-08-01 00:00:00,2017-08-02 01:00:49
d9b79777116243a7c08cf847958b1a28,ed400c61a0572d54be0be7f81323ce61,5,,"Super indico, chega bem antes do esperando.",2017-11-08 00:00:00,2017-11-11 22:14:31
d8fed66feb6ea5da53247136844cd378,ffb9a9cd00c74c11c24aa30b3d78e03b,1,,"Das 4 cortinas que comprei, foi entregue somente 1 cortina, a cortina de 7,00m.",2017-03-29 00:00:00,2017-03-30 03:17:44
3de3abf1cb4f761b6cd75b4ea28fa82b,5ebe02af15e05f5558687283e799cb9b,5,,"Produto muito bom, recomendo a todos que quiserem comprar.",2017-03-04 00:00:00,2017-03-07 00:19:19
b91e54c7b9ecfa6f4bbb1d64e2f76f0a,505fc168ab839b442d590113f07ce67f,4,,,2018-08-24 00:00:00,2018-08-27 14:19:21
5f32d53a9c2c7675270009db7bba3085,11200294ab90161f54f7effdea8d9466,5,,,2017-09-26 00:00:00,2017-09-26 17:47:48
582f681462c48f3b77aa064c3417fd7e,647ce922555f433f94e02c2458c6e164,4,,,2018-05-01 00:00:00,2018-05-04 10:33:48
f10455efcb2949921fe99880c08746fe,1397417a57ad1bbfe8d639df8cdee908,3,Atraso de um dos produtis,"Recebi no dia 09/07/2018 apenas o relógio, a luminária não",2018-07-10 00:00:00,2018-07-11 01:57:29
d8f05222edd3ec826ed6077fccfa05d7,eb28ab50f433eaa5e736e420098ab5bb,4,,,2017-11-01 00:00:00,2017-11-02 14:07:46
